NAME,NOELEC,DISTRICT,INCUMB,TERM,PARTY,SEX,RESULT,Q1_1,Q1_2,Q1_3,Q2_1,Q2_2,Q2_3,Q3_1,Q3_2,Q3_3,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q4_10,Q4_11,Q4_12,Q4_13,Q5_1,Q5_2,Q5_3,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q6_10,Q6_11,Q6_12,Q6_13,Q6_14,Q6_15,Q6_16,Q6_17,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q7_8,Q7_9,Q7_10,Q7_11,Q7_12,Q7_13,Q7_14,Q7_15,Q7_16,Q7_17,Q7_18,Q7_19,Q7_20,Q7_21,Q7_22,Q7_23,Q7_24,Q7_25,Q7_26,Q7_27,Q7_28,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,Q8_10,Q8_11,Q8_12,Q8_13,Q8_14,Q8_15,Q8_16,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8
石飛育久,0,32,1,0,4,1,0,1,8,5,2,5,1,1,8,5,3,3,3,4,3,3,3,3,3,3,3,3,3,1,,,5,4,4,5,5,5,5,4,3,2,2,2,3,4,4,4,4,5,5,1,5,5,3,5,5,4,3,2,5,2,3,4,2,5,5,2,1,2,4,4,3,1,5,2,3,20,10,0,100,40,20,20,20,20,20,20,0,20,10,10,30,5,3,5,5,4,5,1,5,30,20,40,80,70,70,50,40
岩田浩岳,0,32,1,0,1,1,0,7,8,5,5,1,4,7,13,5,4,3,3,3,2,1,3,3,3,3,2,3,2,1,4,3,2,1,1,4,1,3,3,2,3,1,3,2,5,2,3,5,1,4,3,1,3,4,3,5,2,5,4,2,3,1,3,1,5,5,3,1,4,3,5,1,5,3,2,1,2,75,0,50,60,50,60,30,30,60,60,70,0,70,75,0,75,5,4,3,4,5,4,2,4,10,20,2,80,50,30,60,40
桜内朋雄,0,32,1,0,7,1,0,3,12,11,4,5,3,1,3,10,3,3,3,3,3,3,4,3,3,3,3,3,3,1,,,1,2,5,5,3,5,5,5,5,2,5,2,5,5,5,5,5,1,3,1,2,2,1,3,1,4,2,5,1,4,4,5,5,1,5,5,5,2,3,2,2,5,1,1,1,0,20,20,20,60,50,100,30,50,45,50,0,35,0,20,50,5,2,4,4,3,3,5,2,0.1,1,0.1,95,90,95,40,70
江田五月,0,33,4,3,1,1,1,8,6,7,1,5,3,15,6,1,4,3,2,3,2,1,2,2,3,2,2,3,2,1,3,5,1,1,2,3,1,3,3,1,1,1,1,1,3,1,2,2,1,2,4,1,3,2,4,5,2,4,5,3,2,3,3,3,1,3,2,2,1,2,4,4,1,4,3,1,3,100,100,100,100,100,100,100,100,100,100,100,50,100,100,100,100,5,1,4,4,5,3,4,5,1,12,2,80,50,80,50,100
垣内雄一,0,33,1,0,4,1,0,1,3,6,2,3,1,1,3,6,3,3,3,4,3,3,3,3,3,3,3,3,3,1,3,,5,5,5,5,5,5,5,2,2,1,2,3,5,4,4,5,5,5,5,1,5,5,4,5,5,5,3,2,5,2,2,5,4,5,5,1,1,2,5,3,1,2,5,3,3,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,5,1,5,4,5,4,1,4,50,10,10,90,50,50,50,90
山田美香,0,33,1,0,2,2,0,2,3,6,1,5,,6,8,15,3,4,3,3,3,3,3,3,3,3,3,3,3,1,,,5,4,5,4,3,5,5,5,5,5,3,5,5,5,3,5,5,1,3,1,2,2,2,2,2,3,1,3,1,3,3,3,4,2,1,3,5,4,2,1,3,3,1,2,1,0,100,50,0,0,0,50,50,75,0,0,0,50,0,100,0,3,2,4,4,3,3,4,5,30,30,10,5,10,10,10,5
植松満雄,0,34,1,0,10,1,0,3,2,6,1,4,5,3,14,6,3,1,3,3,3,3,1,2,2,3,3,4,2,1,3,4,4,4,5,2,4,5,5,5,5,5,5,5,5,5,3,4,4,1,1,3,2,2,2,1,5,1,1,3,1,2,1,2,1,1,5,5,5,2,3,1,3,1,1,1,1,10,50,0,0,0,30,60,50,80,10,10,100,70,0,60,10,1,3,2,2,1,1,4,5,50,10,5,20,2,2,5,1
大西理,0,34,1,0,4,1,0,1,2,14,3,2,1,3,1,14,3,3,3,4,3,3,3,3,3,3,3,3,3,1,3,5,3,4,4,5,5,5,5,4,2,2,2,4,4,5,3,5,5,5,5,1,5,5,3,5,5,5,4,1,5,2,3,3,5,5,5,1,1,2,5,2,1,2,5,3,3,10,10,10,100,30,20,10,10,10,50,0,20,10,10,10,10,5,3,5,5,5,4,1,3,10,20,30,50,100,90,90,100
中川圭,0,34,1,0,1,2,0,7,6,8,5,1,2,7,6,7,4,3,3,3,2,1,2,3,3,2,1,3,3,1,4,5,1,1,2,3,1,3,3,2,1,2,2,1,3,2,3,3,3,1,3,1,3,3,3,3,3,3,4,2,2,3,3,3,2,3,2,2,3,3,3,2,3,3,3,2,5,75,25,0,0,50,50,25,25,50,50,25,0,50,75,25,100,4,4,3,4,3,3,3,3,1,20,1,80,80,80,80,80
宮沢洋一,0,34,1,0,2,1,1,3,7,13,3,,,7,2,13,3,4,3,3,3,3,3,3,3,3,3,3,3,,,,4,3,4,5,2,5,5,5,5,5,4,5,5,5,5,5,5,1,2,2,2,2,1,3,3,4,1,1,1,2,3,1,5,2,1,2,5,2,3,1,5,2,1,3,1,0,90,75,0,0,70,80,90,80,0,10,0,50,0,75,0,1,1,2,5,3,1,4,5,,,,,,,,
柳田稔,0,34,4,2,1,1,1,7,8,6,3,2,1,7,8,1,4,,,,,,,,,,,,,1,3,4,2,1,1,3,1,2,4,2,1,3,2,2,3,2,2,3,2,2,2,1,2,3,2,4,2,4,4,2,2,3,3,3,2,3,2,2,3,4,4,2,4,5,4,1,2,50,0,25,0,25,50,25,0,0,50,25,0,0,25,0,90,4,2,2,4,4,4,3,4,,,,,,,,
岸信夫,0,35,4,1,2,1,1,3,1,2,3,5,4,1,5,6,3,4,2,3,3,2,2,2,2,2,2,2,2,1,3,5,4,3,4,5,3,5,5,5,4,4,4,5,5,4,4,5,4,1,1,3,2,3,1,1,1,2,1,2,2,2,3,1,5,1,2,3,5,4,2,2,5,1,2,2,2,0,75,60,5,5,40,40,40,75,30,30,30,60,0,75,10,2,4,2,4,4,2,3,4,30,,,,,80,,
木佐木大助,0,35,1,0,4,1,0,7,8,1,2,4,1,7,14,1,3,3,3,4,3,3,3,3,3,3,3,3,3,1,3,4,5,3,4,5,5,5,5,2,1,1,2,3,4,2,4,4,5,5,5,1,5,5,5,5,5,5,5,1,5,2,2,3,3,5,5,1,1,3,5,5,1,2,5,3,3,0,0,0,100,25,0,0,0,0,0,0,0,0,0,0,5,5,1,5,4,5,4,1,5,80,50,80,80,80,50,50,50
原田大二郎,0,35,1,0,1,1,0,6,5,7,1,2,5,6,15,,4,3,3,3,2,1,3,2,3,1,2,3,3,1,3,4,2,1,2,4,1,4,5,1,1,1,2,1,3,1,2,3,1,2,3,2,3,3,2,4,2,4,5,2,2,4,3,4,2,4,2,2,1,2,3,2,3,4,3,1,3,70,10,10,10,50,50,10,10,10,60,50,0,10,80,10,100,5,2,4,4,4,4,2,4,,,,,,,,
小池正勝,0,36,4,1,8,1,0,3,7,11,5,1,4,13,4,7,,,,,,,2,4,2,,,,,1,3,5,2,2,4,5,2,5,5,3,3,4,4,4,5,4,4,5,3,1,2,1,3,2,2,4,3,3,3,3,1,2,3,3,3,3,3,2,4,3,3,1,3,2,1,2,1,25,50,50,25,25,25,50,100,50,25,25,25,50,25,25,25,5,2,3,4,3,2,3,4,10,10,10,100,100,100,100,100
竹尾あけみ,0,36,1,0,10,2,0,3,1,2,3,1,5,3,6,4,3,2,3,3,3,3,2,3,2,3,3,4,3,1,3,4,5,3,5,2,5,5,5,5,5,5,5,5,5,5,4,5,5,1,1,5,1,1,1,1,2,1,1,3,1,2,2,3,2,1,5,3,4,1,4,1,2,1,1,3,2,10,40,20,10,0,20,40,20,70,20,20,100,40,0,40,15,1,1,4,3,1,1,4,5,20,40,20,100,90,100,50,80
中西祐介,0,36,1,0,2,1,1,3,2,12,3,5,1,2,3,13,3,4,2,3,3,3,2,3,2,3,3,3,2,1,3,4,2,2,5,5,4,5,5,5,5,5,5,3,4,4,3,5,4,2,2,3,3,1,2,1,1,2,2,3,1,2,3,3,4,1,2,3,5,3,3,2,5,3,2,3,1,0,60,50,10,0,0,60,0,50,10,20,0,60,0,20,,2,3,2,4,4,2,2,4,80,50,80,80,70,90,90,60
古田元則,0,36,1,0,4,1,0,8,1,11,1,2,5,14,7,11,3,3,3,4,3,3,3,3,3,3,3,3,3,1,5,3,4,4,4,5,5,5,5,4,2,4,4,4,5,5,3,5,5,5,5,1,5,5,5,5,5,4,4,2,5,2,3,4,5,5,5,1,1,5,5,4,1,2,5,2,3,0,0,0,100,25,0,0,0,0,0,0,0,0,0,0,0,5,3,,4,5,5,1,5,50,20,3,100,80,70,75,70
吉田益子,0,36,1,0,1,2,0,8,10,6,1,3,5,10,6,7,4,3,3,3,2,2,3,3,3,2,2,3,3,1,3,4,1,1,2,4,1,3,4,1,1,1,3,2,4,2,2,4,2,5,3,1,3,4,3,5,4,4,5,2,5,5,5,4,2,2,3,2,1,1,5,3,3,5,4,1,4,80,,,,,,,,,70,,,,70,,100,5,4,5,5,3,4,4,4,1,1,1,90,80,80,70,80
磯崎仁彦,0,37,1,0,2,1,1,2,8,6,5,3,1,15,,,3,4,2,3,3,2,2,2,2,2,3,3,2,1,3,,3,3,5,5,3,5,5,5,3,4,3,4,5,5,3,5,2,1,3,2,3,1,2,2,2,3,1,3,2,1,2,3,5,2,3,2,5,2,3,1,5,3,3,2,2,,,,,,,,,,,,,,,,,2,2,3,1,3,2,3,5,10,10,5,70,70,70,50,70
岡内須美子,0,37,1,0,13,2,0,13,6,15,1,3,,13,6,12,1,3,,3,1,1,3,3,,2,2,3,3,1,3,4,,1,,4,2,4,4,1,1,1,,1,3,1,,2,1,4,3,1,3,3,4,4,3,3,4,3,2,3,3,3,3,4,2,2,4,3,3,3,3,3,3,2,3,,,,,,,,,,,,,,,,80,5,4,4,3,4,4,3,4,,,,,,,,
藤田均,0,37,1,0,4,1,0,8,7,1,1,3,2,8,7,11,3,3,3,4,3,3,3,3,3,3,3,3,3,1,6,,5,4,3,5,5,5,5,4,2,2,3,3,4,4,4,4,5,5,5,1,5,5,4,5,5,5,4,2,5,4,5,4,5,5,5,1,1,3,5,5,2,2,5,3,3,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,5,2,5,5,5,5,1,4,10,,20,,30,,50,
岡平知子,0,38,1,0,1,2,0,6,13,7,1,2,3,6,13,7,4,3,3,3,2,1,3,3,3,2,2,3,3,1,4,3,1,1,2,4,2,3,3,1,1,3,2,2,3,2,4,3,2,3,4,3,3,3,4,2,3,3,4,3,2,3,3,3,2,3,3,2,2,3,4,3,3,4,3,2,3,10,50,50,50,60,60,50,50,50,55,55,50,50,70,50,80,4,3,4,4,3,3,3,4,5,30,1,80,70,50,20,60
田中克彦,0,38,1,0,4,1,0,8,7,1,2,3,1,8,5,7,3,3,3,4,3,3,3,3,3,3,3,3,3,1,3,5,3,4,4,5,5,5,5,4,2,2,2,3,5,5,3,5,5,5,5,1,5,5,2,5,5,5,4,1,5,2,3,2,5,5,5,1,1,2,5,2,1,2,5,3,3,0,0,0,100,25,0,0,0,0,0,0,0,0,0,0,0,5,3,5,5,5,4,1,3,15,0,50,100,100,100,40,60
山本順三,0,38,4,1,2,1,1,2,6,8,3,1,4,6,4,1,,4,,,,,,,,,,,,1,2,3,5,2,5,5,3,5,5,5,2,5,5,5,5,3,4,5,5,1,2,3,2,2,1,1,1,4,1,2,1,1,2,2,5,3,1,2,5,1,1,1,5,2,4,3,1,0,75,50,0,0,10,10,10,70,0,0,0,10,0,50,0,1,5,5,5,1,1,1,5,,,,,,,,
高野光二郎,0,39,1,0,2,1,0,3,8,6,1,3,5,5,4,6,3,4,2,3,3,3,2,2,2,3,2,3,2,3,1,4,5,2,4,5,5,5,5,5,4,4,5,5,5,4,4,5,5,1,1,4,2,2,2,1,2,3,1,2,2,2,2,2,4,2,1,2,5,3,2,1,5,3,3,2,2,0,70,50,0,0,0,50,50,50,0,0,0,30,0,60,0,2,3,2,4,2,4,3,4,,,,,,,,
田村公平,0,39,3,2,13,1,0,15,8,5,5,1,4,5,4,8,,,,,,,,,,,,,,1,2,3,4,3,2,5,3,5,5,4,4,3,3,5,5,3,3,5,4,3,3,2,2,3,3,3,3,3,3,3,2,2,2,2,5,5,2,2,3,3,3,2,3,2,2,3,2,0,50,50,0,0,25,50,25,50,0,0,0,0,0,25,50,3,2,3,4,4,2,3,4,,,,,,,,
春名直章,0,39,1,0,4,1,0,3,7,1,5,2,1,13,5,14,3,3,3,4,3,3,3,3,3,3,3,3,3,1,5,6,2,4,2,5,5,5,5,3,1,1,2,4,5,4,3,5,5,5,5,1,5,5,5,5,5,5,4,1,5,1,2,4,5,5,5,1,1,2,5,5,1,1,5,3,2,25,0,0,100,50,50,25,0,0,25,0,0,25,0,0,40,5,3,5,5,5,5,1,5,10,10,5,30,50,50,50,40
広田一,0,39,4,1,1,1,1,8,5,4,5,1,2,2,4,5,4,2,2,3,2,1,2,2,2,1,1,3,2,1,4,3,1,1,1,4,1,3,3,1,1,2,2,4,4,1,1,4,1,2,2,1,3,4,2,4,2,4,5,1,1,2,2,1,2,5,2,2,2,2,4,1,4,2,2,1,2,,,,,,,,,,,,,,,,,4,4,2,5,4,4,4,4,,,,,,,,
大家敏志,0,40,1,0,2,1,1,6,8,1,3,2,1,6,8,4,3,4,2,3,3,2,2,2,2,3,3,3,2,1,2,3,4,5,4,5,4,5,5,4,4,4,4,4,4,4,2,4,4,1,1,2,2,2,1,1,1,3,2,3,2,1,2,2,4,2,2,3,5,3,3,1,5,2,2,2,2,10,75,60,10,10,30,50,50,50,0,30,10,50,0,75,50,1,1,3,3,3,1,3,5,10,20,20,70,70,70,60,70
大久保勉,0,40,4,1,1,1,1,2,3,8,5,1,2,2,3,12,4,3,3,3,2,2,3,3,3,2,2,3,3,1,2,5,1,1,2,3,1,3,3,2,1,2,1,1,3,1,1,3,1,3,3,1,2,3,2,3,4,5,4,3,1,3,3,3,1,3,3,2,2,3,3,3,5,5,5,1,3,100,0,0,0,50,50,0,0,0,50,50,0,0,100,0,100,3,3,5,4,3,3,3,5,10,20,10,80,80,80,60,80
佐藤正夫,0,40,1,0,7,1,0,12,13,2,4,5,3,12,13,,3,3,3,3,3,3,4,3,3,3,3,3,3,1,2,3,1,2,5,5,3,5,5,5,5,2,5,2,5,5,5,5,5,1,3,1,2,2,1,3,1,4,2,5,1,4,4,5,5,1,5,5,5,2,3,2,4,5,1,1,1,40,40,10,5,5,40,100,30,40,20,20,0,60,0,40,,5,2,4,4,3,3,5,2,0.1,1,0.1,95,90,95,40,70
篠田清,0,40,1,0,4,1,0,7,1,8,2,1,5,1,14,8,,,,4,,,,,,,,,,,,,3,4,3,5,5,5,5,2,2,4,2,4,4,4,3,5,5,5,5,1,5,5,5,5,5,5,5,1,5,2,3,5,4,5,5,1,1,3,4,3,1,1,5,3,3,0,0,0,100,55,25,0,0,0,25,0,0,0,0,0,0,5,2,5,4,5,5,1,5,20,10,5,60,40,50,40,40
堤かなめ,0,40,1,0,13,2,0,6,8,15,1,5,2,15,6,8,1,,,,1,,,,,,,,,1,,,2,1,2,5,2,4,4,2,1,2,2,2,3,2,2,3,1,4,3,2,3,5,4,4,4,4,4,3,2,3,3,4,3,3,4,2,2,3,3,3,2,4,2,2,3,50,25,50,25,75,50,50,50,50,50,50,0,50,75,25,90,5,2,5,3,4,3,3,3,,,,,,,,
吉冨和枝,0,40,1,0,10,2,0,6,1,3,1,5,3,6,3,1,3,2,3,3,3,3,3,3,3,3,3,4,3,1,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,1,1,1,1,1,1,1,5,1,1,1,1,1,1,5,5,5,1,2,1,3,,1,5,1,0,50,0,0,0,0,50,0,60,0,0,100,60,0,60,0,5,1,5,3,1,1,5,5,10,20,5,80,80,80,80,80
吉村剛太郎,0,40,4,3,6,1,0,8,3,6,1,3,5,6,5,7,1,,,,,4,,,,,,,,1,3,,3,2,1,4,2,4,4,2,2,2,1,3,3,2,2,2,2,1,,2,2,2,3,1,2,4,,2,2,2,2,3,3,5,2,2,5,,3,1,5,,,2,3,,,,,,75,,,,,,,,,,75,3,3,2,,4,1,,4,,,,,,,,
甲木美知子,0,41,1,0,1,2,0,6,7,8,5,,,8,14,5,,,,,,,,,,,,,,1,,,1,1,1,2,1,3,3,1,1,1,1,1,3,1,2,3,1,3,3,1,3,3,3,5,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,4,3,3,3,3,3,3,3,10,10,10,5,50,5,5,5
福岡資麿,0,41,1,0,2,1,1,7,8,12,5,3,1,7,5,6,,4,,,,,,,,,,,,,,,3,3,5,5,4,5,5,4,4,3,4,4,4,4,4,5,3,1,2,1,2,3,2,2,2,4,1,2,1,1,3,2,5,3,2,2,5,4,3,1,5,3,1,2,2,,,,,,,,,,,,,,,,,2,2,3,4,3,3,3,4,,,,,,,,
山口勝弘,0,41,1,0,4,1,0,8,6,11,1,3,5,6,3,11,3,3,3,4,3,3,3,3,3,3,3,3,3,1,5,3,3,2,4,5,2,5,5,2,2,2,2,2,3,3,3,3,4,5,5,1,5,5,5,5,5,4,4,1,5,3,2,3,3,5,5,1,1,3,5,3,1,1,5,3,3,25,25,25,100,45,25,25,25,25,25,25,25,25,0,25,30,5,3,5,4,5,5,1,3,10,30,20,60,60,60,50,50
犬塚直史,0,42,4,1,1,1,0,1,2,8,1,5,2,1,2,8,4,3,3,3,2,2,2,2,2,2,2,3,,3,1,5,2,1,2,4,1,2,4,2,2,1,2,2,5,2,3,2,1,3,3,1,2,3,3,5,2,5,3,4,3,3,3,3,1,4,3,1,2,2,4,4,2,3,3,2,2,75,25,25,50,50,50,50,50,25,50,50,25,25,50,25,75,3,2,3,4,3,3,3,5,20,50,1,80,40,60,40,80
金子原二郎,0,42,1,0,2,1,1,7,8,5,3,4,1,12,5,13,3,4,2,3,3,2,2,2,2,2,3,3,2,1,3,2,4,1,4,4,2,5,5,4,4,4,4,4,5,4,3,5,5,2,3,1,3,3,2,2,2,3,2,3,2,2,3,2,4,2,2,2,4,3,2,2,3,4,1,2,1,0,100,50,0,0,0,75,50,50,0,0,0,75,0,100,50,3,1,5,4,3,3,3,5,,,,,,,,
渕瀬栄子,0,42,1,0,4,2,0,7,8,2,2,5,1,7,2,1,3,3,3,4,3,3,3,3,3,3,3,3,3,1,3,5,4,4,4,5,4,5,5,2,1,2,2,4,4,3,3,5,5,5,5,1,5,5,5,5,5,5,5,1,5,2,5,5,4,5,5,1,1,2,5,5,1,2,5,3,3,0,0,0,100,20,0,0,0,0,0,0,0,0,0,0,20,5,1,5,5,5,5,1,3,10,30,40,90,90,90,70,70
安達安人,0,43,1,0,4,1,0,15,8,5,1,2,4,10,8,5,3,3,3,4,3,3,3,3,3,3,3,3,3,1,,,3,4,4,5,5,5,5,4,2,2,2,4,4,4,4,4,4,5,5,1,5,5,5,5,5,5,3,1,5,1,4,4,5,5,5,1,1,2,5,5,1,1,5,2,3,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,5,1,5,5,5,5,1,3,10,0.5,10,90,100,100,90,80
本田浩一,0,43,1,0,1,1,0,13,5,8,5,3,1,13,15,8,4,3,2,3,1,1,3,3,3,2,2,3,3,1,5,2,1,1,1,4,1,3,3,1,1,1,1,2,3,1,2,3,1,3,3,2,2,3,3,3,3,4,5,3,2,3,3,3,3,3,3,3,4,3,3,3,3,3,3,1,3,80,40,40,30,40,50,40,40,40,40,40,40,40,80,40,100,2,4,3,3,4,3,2,4,20,50,10,80,80,70,80,90
松村祥史,0,43,4,1,2,1,1,8,5,7,5,1,3,8,5,3,3,4,2,3,3,2,2,,2,2,,,2,1,2,3,4,2,4,5,5,5,5,4,3,4,2,4,5,4,5,5,5,2,3,2,3,1,2,3,3,3,2,3,2,2,2,3,5,4,2,2,5,2,3,2,4,3,2,3,2,10,75,,,0,,,,,,,,,,,,2,2,3,4,2,3,3,4,50,50,50,80,60,80,80,80
足立信也,0,44,4,1,1,1,1,7,6,8,3,2,5,7,6,8,4,,,,,,,,,,,,,,,,1,1,,,1,2,3,1,1,1,3,2,3,2,2,2,2,2,3,1,3,,,2,3,4,5,3,3,3,3,3,2,4,3,2,,2,,,,,,2,,,,,,,,,,,,,,,,,,2,4,4,3,3,3,3,5,,,,,,,,
小田原潔,0,44,1,0,2,1,0,8,2,3,5,3,1,3,8,2,2,4,2,3,3,3,2,2,2,3,3,3,3,1,3,5,4,2,5,5,4,5,5,5,2,4,4,4,5,5,5,5,4,1,2,4,2,2,2,2,3,3,2,4,1,2,4,3,5,2,1,2,5,2,2,1,5,4,2,2,3,0,80,30,30,10,10,30,30,10,0,0,0,10,0,30,50,2,2,2,5,2,2,4,5,40,50,15,80,40,30,100,100
山下魁,0,44,1,0,4,1,0,8,7,5,3,2,1,8,7,11,3,3,3,4,3,3,3,3,3,3,3,3,3,1,3,5,3,4,4,5,5,5,5,4,2,2,2,4,4,5,3,5,5,5,5,1,5,5,2,5,5,5,4,1,5,2,3,2,5,5,5,1,1,2,5,2,1,2,5,3,3,10,0,0,100,40,15,0,10,0,25,0,0,0,0,0,10,5,3,5,5,5,4,1,3,30,0,20,95,50,40,60,50
馬場洋光,0,45,1,0,4,1,0,5,11,8,1,2,5,8,5,11,3,3,3,4,3,3,3,3,3,3,3,3,3,1,3,,4,4,2,5,5,5,5,2,2,2,2,2,5,4,5,4,4,5,5,1,5,5,5,5,5,5,4,1,5,3,4,4,5,5,5,1,1,4,5,5,2,2,5,2,3,25,0,0,100,50,25,0,0,0,25,0,0,0,25,0,25,5,2,5,4,5,4,1,4,70,,20,100,80,70,70,80
松下新平,0,45,4,1,2,1,1,13,5,3,3,2,1,5,13,14,1,4,1,,,,1,1,1,,,,1,1,4,3,5,4,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,1,1,2,1,2,2,2,1,4,1,1,1,2,2,1,5,1,2,1,5,3,3,1,5,3,2,3,3,0,75,75,0,0,0,25,25,25,0,0,25,50,25,50,50,1,3,2,4,2,1,3,2,4,2,0.05,90,90,85,90,90
渡辺創,0,45,1,0,1,1,0,6,5,2,5,1,2,6,11,9,4,3,2,3,2,1,2,3,3,1,1,3,3,1,4,2,1,1,2,3,1,4,4,1,1,2,2,2,4,1,3,3,1,4,4,1,3,3,3,4,3,4,5,3,3,3,4,4,3,4,2,2,3,3,3,2,2,4,2,1,2,70,40,40,40,60,60,50,40,30,60,60,30,30,70,40,70,4,4,3,4,4,3,2,4,10,30,1,90,90,90,80,80
柿内弘一郎,0,46,1,0,1,1,0,8,6,7,1,5,3,2,7,12,4,3,3,3,1,1,3,3,3,2,2,3,3,1,3,4,1,1,1,4,1,3,3,1,1,1,2,2,3,1,2,3,1,3,3,1,3,5,2,3,3,5,5,2,2,2,2,2,3,4,3,2,3,3,5,3,2,5,2,1,3,85,20,20,20,50,60,20,20,20,50,50,0,20,85,20,80,5,4,4,4,4,4,2,5,1.5,15,0.1,80,50,20,40,30
野村哲郎,0,46,4,1,2,1,1,7,5,4,1,2,3,5,4,2,3,4,2,3,3,3,2,2,2,3,3,3,3,1,4,3,4,5,4,5,4,5,5,5,2,4,2,4,5,4,4,5,3,1,1,1,2,3,2,1,2,5,1,1,1,1,2,1,4,3,1,1,5,2,2,1,5,1,2,2,3,,,,,,,,,,,,,,,,,1,1,3,4,2,2,2,5,,,,,,,,
山口陽規,0,46,1,0,4,1,0,8,7,1,1,2,5,8,7,5,3,3,3,4,3,3,3,3,3,3,3,3,3,1,6,,4,3,4,5,4,5,5,2,1,4,2,3,5,4,4,4,4,5,5,1,5,5,5,5,5,5,4,2,5,2,3,3,4,5,5,1,1,3,5,3,1,2,5,3,3,25,0,0,100,25,25,0,0,0,0,0,0,,0,0,0,5,2,5,5,4,4,2,4,10,50,20,90,80,90,70,100
伊集唯行,0,47,1,0,13,1,0,1,8,6,3,2,1,6,7,2,3,3,3,4,3,3,3,3,3,3,3,3,3,1,3,5,3,4,4,5,5,5,5,4,2,2,2,3,4,5,3,5,5,5,5,1,5,5,2,5,5,5,4,1,5,2,3,2,5,5,5,1,1,1,5,2,1,2,5,3,3,30,0,0,100,30,0,0,0,0,0,0,0,0,0,0,,5,3,5,5,5,4,1,3,,,,,,,,
金城竜郎,0,47,1,0,10,1,0,3,1,4,1,4,3,3,1,4,2,2,2,3,3,3,2,2,2,2,2,4,2,1,2,3,4,4,5,3,4,5,5,4,4,5,4,5,5,4,3,3,3,1,1,5,1,1,1,1,2,4,2,4,1,1,3,3,3,1,5,4,5,1,3,1,4,1,1,3,1,5,60,50,5,5,5,70,50,80,15,40,100,40,5,60,5,1,1,2,3,3,1,5,5,10,40,10,70,90,70,80,70
島尻安伊子,0,47,4,1,2,2,1,6,10,3,1,5,4,6,10,1,2,4,2,3,3,2,1,1,1,3,3,3,2,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,1,3,2,3,2,1,1,3,1,3,1,1,1,2,5,3,3,2,5,3,3,1,4,3,3,2,2,0,75,50,50,50,50,50,50,50,50,50,50,50,0,75,0,1,1,1,3,2,3,2,4,60,50,20,70,50,50,70,70
升田世喜男,0,2,1,0,9,1,0,5,10,8,1,3,4,10,5,8,3,2,3,3,3,2,2,2,4,3,3,2,2,1,5,2,3,2,3,5,4,5,5,2,1,3,3,3,5,2,2,4,2,1,1,1,2,1,1,1,1,3,4,2,1,2,2,3,1,2,1,2,5,3,3,1,4,3,2,2,1,0,25,10,5,10,40,75,70,90,15,40,20,80,5,50,45,5,2,2,3,4,1,4,4,5,5,10,10,10,10,70,10
山崎力,0,2,3,2,2,1,1,8,3,5,3,5,1,13,7,4,3,4,1,3,3,2,2,2,2,3,2,3,2,4,1,3,4,3,4,5,3,5,5,4,3,5,3,4,5,4,3,4,4,1,2,3,2,2,2,1,1,3,2,2,1,2,3,2,5,3,2,3,5,3,3,1,5,3,4,1,3,0,90,80,0,0,25,60,40,30,0,25,0,50,0,90,40,2,2,3,4,4,1,3,4,5,20,1,80,70,70,80,90
根本直幸,0,19,1,0,13,1,0,7,6,8,4,5,1,15,7,8,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,2,4,2,5,5,5,5,5,5,5,1,2,3,4,4,1,5,1,3,3,3,3,3,3,3,1,5,1,3,3,1,2,3,2,2,1,2,5,4,3,2,5,1,1,3,1,0,50,0,0,0,50,70,70,60,50,50,0,70,0,50,55,3,4,5,5,3,3,2,5,,,,,,,,
本田顕子,0,43,1,0,7,2,0,3,8,6,4,3,5,7,3,12,3,3,3,3,3,3,4,2,2,2,3,3,2,1,3,5,1,1,1,5,2,5,5,2,2,1,2,4,5,4,4,5,5,1,2,1,2,2,1,5,5,1,4,1,1,2,4,4,1,2,5,1,5,4,2,2,5,5,1,1,1,0,30,30,5,10,60,95,0,60,50,10,0,0,0,30,15,4,5,5,5,5,4,1,3,2,30,10,45,45,45,5,50
