NAME,NOELEC,DISTRICT,INCUMB,TERM,PARTY,SEX,RESULT,Q1_1,Q1_2,Q1_3,Q2_1,Q2_2,Q2_3,Q3_1,Q3_2,Q3_3,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q4_10,Q4_11,Q4_12,Q4_13,Q5_1,Q5_2,Q5_3,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q6_10,Q6_11,Q6_12,Q6_13,Q6_14,Q6_15,Q6_16,Q6_17,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q7_8,Q7_9,Q7_10,Q7_11,Q7_12,Q7_13,Q7_14,Q7_15,Q7_16,Q7_17,Q7_18,Q7_19,Q7_20,Q7_21,Q7_22,Q7_23,Q7_24,Q7_25,Q7_26,Q7_27,Q7_28,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,Q8_10,Q8_11,Q8_12,Q8_13,Q8_14,Q8_15,Q8_16,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8
伊達忠一,1,1,4,2,2,1,99,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,3,1,2,1,4,1,3,1,1,2,1,5,2,2,2,5,3,3,1,4,3,3,3,3,,,,,,,,,,,,,,,,,1,2,3,4,3,3,3,4,,,,,,,,
平野達男,1,3,4,2,1,1,99,,,,,,,2,5,4,4,2,2,3,3,1,2,2,2,2,2,3,2,1,3,2,1,1,2,3,1,2,2,1,1,2,1,1,2,1,2,2,2,1,1,1,2,3,2,2,2,3,5,4,2,3,4,3,3,3,1,2,2,2,3,2,3,4,4,1,4,,,,,,,,,,,,,,,,,5,4,5,5,4,3,5,5,,,,,,,,
松浦大悟,1,5,4,1,1,1,99,,,,,,,5,15,8,4,3,3,3,1,1,3,3,3,1,1,3,3,1,4,3,1,1,1,4,1,3,3,1,1,2,2,2,4,1,1,3,2,2,3,1,3,3,2,4,2,3,5,4,3,3,3,3,1,3,4,2,2,2,5,3,1,5,3,1,5,90,50,50,50,75,90,50,50,50,90,90,50,50,90,50,100,4,2,4,4,4,3,3,4,3,5,1,80,80,80,60,80
舟山康江,1,6,4,1,1,2,99,,,,,,,5,10,1,4,3,3,3,2,1,2,3,3,1,1,3,3,1,3,,3,2,1,2,2,2,2,2,1,1,3,1,5,1,3,4,4,3,2,1,5,3,3,2,2,5,5,3,4,5,5,5,1,5,1,1,5,4,3,1,5,5,5,1,2,100,0,0,10,50,70,25,0,25,70,80,0,0,100,0,90,5,2,3,5,5,4,2,5,,,,,,,,
長谷川大紋,1,8,4,1,13,1,99,,,,,,,4,,,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,,,,,,,,
藤田幸久,1,8,4,1,1,1,99,,,,,,,1,7,2,4,3,3,3,2,2,,,,2,2,,,4,1,3,1,1,1,4,1,3,3,1,1,1,1,1,2,1,2,4,1,4,4,2,4,4,4,2,2,3,5,2,2,4,2,4,2,2,4,2,2,2,2,2,2,4,4,1,3,,,,,,,,,,,,,,,,100,4,4,4,4,4,2,4,2,5,10,2,80,70,60,60,50
谷博之,1,9,4,2,1,1,99,7,8,11,3,4,1,7,10,11,4,3,3,3,2,2,3,3,3,2,3,3,3,1,4,5,1,1,1,3,1,2,2,1,1,1,1,1,2,1,1,2,1,5,5,1,3,3,3,3,5,2,5,3,2,3,4,4,2,4,3,1,2,2,4,3,3,2,2,2,3,95,10,30,30,50,50,10,50,10,70,50,0,30,80,0,95,5,5,4,5,4,4,4,5,10,10,10,50,30,20,50,70
山本一太,1,10,4,3,2,1,99,,,,,,,,,,,4,2,3,,3,2,2,2,,,3,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,3,2,2,2,3,1,3,1,3,3,3,5,1,2,3,5,3,3,2,5,4,2,1,3,,,,,,,,,,,,,,,,,3,3,2,5,3,3,3,4,,,,,,,,
行田邦子,1,11,4,1,1,2,99,,,,,,,8,12,15,4,3,,3,,,,,,,,3,,1,3,,1,1,2,3,1,2,3,1,1,3,3,3,3,1,3,4,1,3,3,1,3,3,3,4,3,5,5,3,2,3,3,4,3,3,3,2,3,3,3,2,2,3,3,1,3,,,,,,,,,,,,,,,,,4,2,3,5,3,3,3,5,3,5,1,100,90,90,40,40
山根隆治,1,11,4,2,1,1,99,,,,,,,7,1,,4,,,,,,,,,,,,,,,,2,1,1,4,1,,,1,1,,1,,,2,2,,2,,,,,,1,,,,,2,,2,,,,2,,,5,4,,1,,1,,1,,,,,,,,,,,,,,,,,90,2,3,4,4,4,2,4,5,2,2,10,80,70,80,70,80
加賀谷健,1,12,4,1,1,1,99,,,,,,,13,15,8,4,3,2,3,2,2,2,3,3,1,1,3,2,1,2,5,2,1,1,4,1,4,4,2,1,4,2,2,4,1,3,4,1,2,3,2,3,4,2,3,2,4,4,2,2,3,2,3,3,2,2,2,3,2,3,2,4,3,4,1,3,65,25,50,10,49,65,50,25,20,65,65,0,25,65,25,90,3,3,5,4,5,4,3,5,5,15,1,60,70,70,60,50
大河原雅子,1,13,4,1,1,2,99,,,,,,,6,4,5,4,3,3,3,2,2,3,3,3,3,3,3,3,1,3,2,1,1,2,3,1,2,3,1,1,1,1,2,2,1,2,3,1,4,5,1,3,5,3,5,2,5,5,3,2,3,4,4,2,4,2,1,1,3,4,3,2,5,2,2,4,98,0,0,51,70,20,0,49,0,51,0,0,0,95,0,99,5,4,5,5,5,5,2,5,10,30,5,80,80,60,30,60
川田龍平,1,13,4,1,7,1,99,,,,,,,7,10,6,3,3,3,3,3,3,4,3,3,3,3,3,3,1,,,1,2,5,5,3,5,5,5,5,2,5,2,5,5,5,5,5,,3,1,,,,5,3,,2,,,,,5,5,1,5,,,2,,,1,3,1,1,1,,,,,,,100,,,,,,,,,50,5,2,3,4,3,3,,2,0.1,1,0.1,95,90,95,40,70
山口那津男,1,13,4,2,3,1,99,,,,,,,1,2,11,3,3,4,3,3,3,3,3,3,3,3,3,3,,,,4,4,5,5,4,5,5,3,2,4,5,4,5,5,5,5,5,3,4,1,3,3,4,5,3,4,4,3,2,2,3,4,5,2,3,3,1,2,4,3,2,1,4,3,2,50,50,,50,50,50,50,50,50,50,50,,50,50,50,50,5,2,4,4,4,3,3,4,5,60,1,70,50,60,60,50
牧山弘恵,1,14,4,1,1,2,99,,,,,,,6,15,8,4,,,,,,,,,,,,,,,,,1,3,3,2,3,3,1,1,3,2,2,3,1,3,3,1,4,4,1,1,2,3,4,4,4,4,2,2,1,2,4,2,3,3,1,3,4,4,1,2,4,3,1,3,,,,,,,,,,,,,,,,,3,3,3,4,3,3,3,5,1,1,1,70,70,70,70,70
松あきら,1,14,4,3,3,2,99,,,,,,,6,3,15,3,3,4,3,3,3,3,3,3,3,3,3,3,1,3,5,4,4,5,5,4,5,5,4,4,3,3,4,5,4,5,5,4,3,3,1,2,2,2,3,2,4,2,3,2,2,2,2,4,2,4,3,1,2,4,2,3,2,3,2,3,0,50,100,0,0,30,30,50,10,0,0,0,0,0,30,0,5,3,4,5,3,3,4,4,70,80,20,60,70,70,70,70
水戸将史,1,14,4,1,1,1,99,,,,,,,2,3,6,4,3,3,3,3,1,2,3,3,2,2,3,2,2,1,5,3,1,2,5,3,4,4,4,4,3,2,2,3,3,2,3,3,2,2,2,3,2,2,2,3,5,3,2,3,4,4,4,4,5,4,3,5,3,4,1,5,5,5,1,1,50,20,20,20,10,60,60,20,60,30,40,0,70,80,20,,2,4,3,4,3,1,3,4,,,,,,,,
森田高,1,16,4,1,6,1,99,,,,,,,7,3,1,1,2,3,3,1,4,3,3,2,2,1,3,2,1,3,2,4,4,1,3,4,4,4,4,3,5,1,4,4,4,4,5,4,1,1,4,1,1,1,1,1,5,3,2,2,1,1,1,4,5,2,1,5,3,2,1,5,1,1,1,1,55,40,40,10,50,80,30,25,70,75,65,0,55,45,40,60,1,3,3,2,3,2,1,3,50,10,15,,15,,,10
一川保夫,1,17,4,1,1,1,99,,,,,,,4,5,1,4,3,3,3,1,1,3,3,2,2,,3,,1,3,,1,1,2,3,2,3,2,1,1,2,2,2,2,1,3,3,2,4,4,2,4,4,4,3,2,4,5,2,2,3,4,4,2,5,5,2,2,2,4,3,3,5,5,1,3,65,45,20,30,50,50,40,30,20,50,65,0,0,80,40,90,5,2,4,4,4,3,3,2,100,50,50,40,40,60,50,50
高橋千秋,1,24,4,3,1,1,99,,,,,,,3,5,13,4,3,3,3,3,1,,,,,,3,,1,2,3,1,1,3,4,1,4,4,1,1,2,3,3,3,1,3,3,2,3,3,1,2,2,2,2,2,3,5,3,1,2,3,3,2,4,1,1,3,2,2,2,3,5,5,1,4,80,50,50,20,10,60,40,30,30,50,80,0,0,80,10,80,1,5,2,5,3,4,3,5,,,,,,,,
徳永久志,1,25,4,1,1,1,99,,,,,,,1,6,3,4,3,3,3,3,1,2,2,2,2,2,3,2,1,2,4,1,1,1,2,1,3,3,2,1,3,2,1,3,1,2,3,1,3,2,1,2,2,2,1,2,4,5,2,2,4,3,3,1,4,2,2,3,3,2,2,1,5,4,1,3,70,20,0,0,50,60,20,25,25,50,50,0,0,50,0,80,4,4,3,2,4,3,2,4,20,30,30,100,25,25,60,60
梅村聡,1,27,4,1,1,1,99,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,2,3,2,2,4,4,4,5,1,3,4,2,5,3,4,3,4,5,3,2,3,5,2,5,3,3,,,,,,,,,,,,,,,,,1,4,2,2,2,3,4,3,,,,,,,,
白浜一良,1,27,4,4,3,1,99,,,,,,,3,13,14,3,3,4,3,3,3,3,3,3,3,3,3,3,6,,,5,2,4,5,2,5,5,3,3,3,3,3,4,4,4,5,3,2,3,1,3,3,3,4,3,4,4,2,2,2,3,3,5,3,3,3,1,2,2,2,2,1,3,2,2,50,50,90,40,50,50,50,50,50,50,50,40,50,50,50,50,4,2,3,3,3,3,3,4,,,,,,,,
谷川秀善,1,27,4,3,2,1,99,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,1,2,1,2,3,1,2,1,2,2,3,2,1,3,3,5,3,,2,5,2,1,1,2,,,,,,,,,,,,,,,,,2,2,3,3,3,2,2,5,,,,,,,,
辻泰弘,1,28,4,2,1,1,99,,,,,,,7,2,8,4,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,4,4,1,3,2,3,5,2,5,5,1,2,2,3,3,4,5,2,2,2,5,3,2,3,4,3,1,3,,,,,,,,,,,,,,,,,,5,3,5,5,3,3,5,,,,,,,,
川上義博,1,31,4,1,1,1,99,,,,,,,2,1,4,4,,,,,,,,,,,,,2,4,5,2,2,1,3,2,3,3,2,1,2,2,4,3,1,3,3,2,3,4,3,3,4,5,3,3,3,5,2,2,2,3,3,3,5,3,1,1,2,3,4,3,3,3,2,3,75,50,50,50,50,75,50,50,75,75,75,0,50,75,50,,3,3,4,3,4,4,2,3,5,10,50,10,5,5,100,0
亀井亜紀子,1,32,4,1,6,2,99,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,3,4,2,5,4,5,3,2,4,2,1,2,4,5,5,2,5,5,5,1,5,2,4,2,1,,,,,,,,,,,,,,,,,2,5,2,1,4,2,1,5,,,,,,,,
植松恵美子,1,37,4,1,1,2,99,,,,,,,4,3,6,4,3,3,3,2,1,2,3,3,1,1,3,3,1,2,3,1,1,1,3,1,2,2,1,1,2,3,2,3,2,2,4,2,4,4,1,3,3,4,5,2,4,5,3,2,2,1,3,2,4,2,1,3,2,4,2,5,5,2,1,3,95,50,50,50,60,75,50,50,50,50,75,50,50,80,50,95,4,4,4,4,4,4,2,5,3,10,5,85,65,65,55,45
武内則男,1,39,4,1,1,1,99,,,,,,,13,4,5,4,,,,2,1,,,,1,,,,1,2,5,3,1,1,2,2,2,2,1,1,1,1,2,3,1,3,3,1,3,4,1,4,5,4,5,2,5,5,1,3,2,2,2,3,4,4,1,2,3,4,3,3,4,4,1,3,90,50,50,30,50,60,30,30,30,50,50,0,0,90,50,90,4,2,4,4,5,4,2,5,10,20,5,10,10,20,40,10
川崎稔,1,41,4,1,1,1,99,,,,,,,3,4,2,4,3,3,3,2,1,2,2,3,1,1,3,3,1,3,5,1,3,2,3,1,3,3,1,1,2,2,2,3,1,3,3,2,4,2,1,3,3,2,5,2,4,5,2,2,2,2,3,3,3,3,1,3,4,3,3,5,5,5,1,3,,,,,,,,,,,,,,,,,5,4,4,3,3,2,3,3,,,,,,,,
大久保潔重,1,42,4,1,1,1,99,,,,,,,7,10,5,4,3,3,3,3,1,2,3,2,1,1,3,2,1,2,4,2,2,2,4,2,3,3,2,2,2,3,3,4,2,3,3,2,2,3,2,3,4,2,2,2,4,4,3,2,3,3,4,3,3,2,2,2,2,3,2,4,4,4,2,3,80,15,15,15,30,50,40,30,40,50,50,15,30,95,15,75,2,2,4,3,4,4,3,4,30,40,30,60,60,60,60,60
松野信夫,1,43,4,1,1,1,99,,,,,,,4,10,11,4,3,3,3,2,2,2,3,3,2,2,3,3,2,1,3,1,1,2,5,2,4,3,1,1,1,2,2,3,2,3,3,2,4,4,2,4,3,3,5,4,4,5,3,2,3,3,4,4,4,4,2,2,2,4,3,2,3,4,2,2,75,35,30,30,50,50,35,35,30,35,50,10,10,70,30,80,4,4,4,4,4,4,2,4,5,10,10,70,70,70,70,80
礒崎陽輔,1,44,4,1,2,1,99,,,,,,,13,2,12,2,4,2,3,2,2,2,2,2,2,2,2,2,1,3,5,5,2,5,5,3,5,5,5,4,5,5,5,5,5,5,5,4,1,2,2,3,3,2,2,3,4,1,3,2,1,1,1,5,3,3,1,5,2,3,1,4,3,4,1,1,0,75,50,10,40,10,60,50,50,10,10,0,50,0,50,30,2,4,4,5,2,3,2,5,10,30,10,80,70,50,70,80
外山斎,1,45,4,1,1,1,99,,,,,,,7,1,13,4,3,3,3,2,1,2,3,3,2,2,3,3,1,3,2,2,3,2,4,2,3,3,2,2,2,3,4,4,2,3,4,3,2,2,2,3,4,2,3,1,3,5,3,2,2,1,2,1,4,2,3,5,3,2,1,4,5,1,1,2,90,10,10,10,50,50,25,10,10,50,50,5,5,90,10,90,5,2,3,2,3,2,2,5,10,10,10,10,10,10,10,10
加治屋義人,1,46,4,2,2,1,99,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,2,2,1,2,1,2,1,1,2,1,5,1,1,1,5,1,2,1,3,2,3,1,4,,,,,,,,,,,,,,,,,5,1,1,5,3,3,1,5,,,,,,,,
糸数慶子,1,47,4,2,13,2,99,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3,4,1,4,4,1,1,1,3,2,4,3,2,3,2,5,5,1,5,5,5,5,5,4,5,3,4,3,3,4,1,3,1,1,1,1,5,4,2,3,3,1,3,60,0,0,50,70,30,30,0,0,60,50,0,0,30,0,80,5,1,5,5,5,4,2,5,,,,,,,,
大林誠,0,1,1,0,10,1,0,1,3,6,3,4,1,6,1,14,3,2,3,3,3,3,3,3,3,3,3,4,3,1,3,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,1,1,3,1,1,2,1,1,2,1,4,1,1,1,1,1,1,5,5,5,1,4,1,1,1,2,3,2,0,50,50,0,0,25,50,50,75,50,50,100,75,0,75,40,1,3,4,4,1,1,5,5,15,80,30,100,80,80,0,80
徳永エリ,0,1,1,0,1,2,1,8,5,3,5,3,2,8,5,6,4,3,3,3,1,1,2,3,3,2,1,3,2,1,2,4,1,1,2,3,1,2,3,2,1,1,2,2,3,1,2,3,1,3,4,1,3,3,5,4,2,5,5,3,3,4,3,4,2,3,2,3,2,2,4,3,3,5,4,1,2,100,60,50,60,80,80,70,30,50,80,100,10,80,95,20,100,4,2,3,4,5,4,3,5,2,33,4,90,70,80,20,50
中川賢一,0,1,1,0,7,1,0,3,13,5,5,3,4,3,13,1,3,3,3,3,3,3,4,3,3,3,3,3,3,1,,,1,2,5,5,3,5,5,5,5,2,5,2,5,5,5,5,5,1,3,1,2,2,1,3,1,4,2,5,1,4,4,5,5,1,5,5,5,2,3,2,3,4,2,1,1,30,45,50,30,10,15,95,30,60,30,15,0,50,0,30,10,5,2,4,4,3,3,5,2,0.1,1,0.1,95,90,95,40,70
畠山和也,0,1,1,0,4,1,0,8,5,6,5,1,2,8,7,14,3,3,3,4,3,3,3,3,3,3,3,3,3,,,,3,4,3,5,5,5,5,2,1,2,2,4,3,4,4,4,5,5,5,1,5,5,5,5,5,5,5,1,5,1,4,3,4,5,5,1,1,3,5,3,1,2,5,2,4,0,0,0,100,25,0,0,0,0,0,0,0,0,0,0,25,5,4,5,5,5,5,1,3,15,20,70,90,70,70,50,40
長谷川岳,0,1,1,0,2,1,1,5,3,13,1,3,4,10,6,5,3,4,1,3,3,2,2,2,2,3,3,3,3,1,4,2,5,2,4,5,2,5,5,5,5,5,4,4,5,5,3,5,3,1,3,3,2,2,3,2,2,3,2,4,1,1,2,2,5,1,2,2,5,3,3,1,4,3,2,2,3,50,100,100,50,50,50,50,50,50,50,50,50,50,50,100,50,1,1,2,4,3,3,3,4,70,60,60,70,70,70,60,60
藤川雅司,0,1,1,0,1,1,0,13,3,8,1,3,5,13,3,8,4,3,3,3,2,2,3,3,3,3,2,3,3,1,4,2,1,1,3,3,1,3,3,1,1,1,3,2,3,1,3,3,1,5,4,1,3,4,2,5,4,5,5,2,3,3,2,4,2,3,3,2,3,3,4,4,3,4,4,1,3,90,0,10,10,50,50,0,0,0,50,50,0,0,90,0,100,5,4,4,4,4,3,4,5,2,25,10,90,100,100,80,80
山田清彦,0,2,1,0,5,1,0,15,1,8,1,2,5,15,10,1,2,3,3,3,4,2,3,3,3,3,3,3,3,3,1,4,1,3,1,5,2,4,4,1,1,2,1,2,3,2,2,5,3,5,5,1,5,5,5,5,5,5,5,1,5,3,2,3,5,5,5,1,1,3,5,5,1,3,5,2,2,75,0,0,50,100,0,0,0,0,,,0,0,50,0,75,5,3,5,4,5,4,2,4,0.7,20,3,80,100,100,100,100
吉俣洋,0,2,1,0,4,1,0,8,1,3,,,,8,3,14,3,3,3,4,3,3,3,3,3,3,3,3,3,1,,,3,4,4,5,5,5,5,2,2,4,2,2,4,4,3,5,5,5,5,1,5,5,5,5,5,5,5,2,4,3,3,3,3,5,5,1,1,3,5,3,1,1,5,3,3,50,50,50,100,50,50,50,50,50,50,50,,50,50,50,,5,3,5,5,5,5,1,4,,,,,,,,
主浜了,0,3,4,1,1,1,1,5,7,13,1,2,3,5,13,10,4,,,,,1,,,,,,,,1,,,1,1,1,3,1,2,2,1,1,1,1,3,3,1,1,3,1,3,3,1,3,3,3,5,1,3,5,2,2,2,2,3,1,5,3,1,2,3,3,3,3,3,3,1,3,,,,,,,,,,,,,,100,0,100,5,3,4,3,4,4,2,5,100,,,100,100,100,100,
瀬川貞清,0,3,1,0,4,1,0,8,1,7,2,3,1,5,8,7,3,3,3,4,3,3,3,3,3,3,3,3,3,1,3,,3,4,4,5,5,5,5,4,2,2,2,4,4,5,3,5,5,5,5,1,5,5,3,5,5,5,5,1,5,3,3,3,5,5,5,1,1,2,5,2,1,2,5,3,3,0,0,0,100,25,0,0,0,0,0,0,0,0,0,0,25,5,3,5,5,5,4,1,3,10,30,15,90,80,50,50,40
高橋雪文,0,3,1,0,2,1,0,8,6,11,1,2,,6,8,10,3,4,2,3,3,2,2,2,2,3,3,2,2,1,3,4,4,4,4,5,4,5,5,4,2,2,2,4,5,2,2,3,3,1,2,2,2,1,3,3,2,2,1,2,1,2,3,3,5,2,3,3,5,4,3,1,3,2,2,2,2,30,60,50,30,30,10,60,40,50,30,40,60,60,0,50,30,4,1,2,3,4,2,1,4,,,,,,,,
伊藤弘実,0,4,1,0,1,2,0,15,8,3,3,5,4,15,8,3,4,3,3,3,2,1,2,3,3,1,1,3,3,1,4,3,1,1,2,5,2,4,4,1,1,1,3,1,3,1,2,5,2,4,4,1,3,4,2,4,4,4,5,1,2,3,2,4,1,3,5,2,2,2,1,1,1,5,2,1,5,80,0,0,0,50,75,50,0,0,75,75,0,0,80,0,90,5,4,4,4,4,3,1,4,100,80,90,70,90,80,70,60
菅野哲雄,0,4,1,0,5,1,0,3,13,5,5,1,,5,3,13,3,3,3,3,4,3,3,3,3,3,3,3,3,1,,,4,2,1,5,2,4,5,2,2,1,2,2,2,2,2,4,2,5,5,1,5,5,5,5,5,5,4,1,5,2,2,2,4,5,4,1,2,4,5,4,2,2,5,1,2,50,25,25,75,100,50,0,0,0,50,25,0,0,50,25,50,5,5,5,5,4,5,1,4,3,15,3,100,100,100,100,100
加藤幹夫,0,4,1,0,4,1,0,7,8,1,1,2,3,5,7,1,3,3,3,4,3,3,3,3,3,3,3,3,3,1,3,5,3,4,4,5,5,5,5,4,2,2,2,3,4,5,3,5,5,5,5,1,5,5,2,5,5,5,4,1,5,2,3,3,5,5,5,1,1,2,5,2,1,2,5,3,3,10,0,0,100,40,10,10,10,0,10,0,0,10,0,0,10,5,3,5,5,5,4,1,3,12,25,15,50,30,30,30,50
菊地文博,0,4,1,0,7,1,0,13,3,8,4,5,3,13,3,8,3,3,3,3,3,3,4,3,3,3,3,3,3,1,,,1,2,5,5,3,5,5,5,5,2,5,2,5,5,5,5,5,1,3,1,2,2,1,3,1,4,2,5,1,4,4,5,5,1,5,5,5,2,3,2,3,5,1,1,1,30,35,20,20,20,15,100,25,15,15,15,0,35,0,35,35,5,2,4,4,3,3,5,2,0.1,1,0.1,95,90,95,40,70
熊谷大,0,4,1,0,2,1,1,3,8,6,5,1,2,3,6,13,,4,,,,,,,,,,,,,,,4,4,5,5,5,5,5,4,4,5,5,5,4,5,5,5,5,1,1,2,2,1,2,1,1,4,1,2,5,1,2,1,4,4,5,1,5,5,4,1,2,4,4,4,4,0,100,80,0,0,0,50,50,50,0,0,0,0,0,75,25,1,1,3,2,3,4,1,5,100,100,100,100,100,100,100,100
桜井充,0,4,4,2,1,1,1,7,3,8,5,,,7,15,,4,,,,,,,,,,,,,1,,,3,2,2,3,2,3,3,3,2,3,2,3,4,1,3,3,3,2,3,2,3,4,3,3,2,5,3,2,2,3,2,3,1,5,2,2,3,3,4,1,3,5,3,1,3,,,,,,,,,,,,,,,,,1,3,3,3,3,3,3,5,,,,,,,,
村上善昭,0,4,1,0,10,1,0,3,1,6,1,2,3,6,3,1,,,,,,,,,,,,4,,1,4,5,4,4,5,3,3,5,5,5,5,5,3,4,4,5,3,4,4,1,1,4,2,1,2,1,3,3,2,3,1,1,1,2,2,1,5,3,5,3,3,1,5,1,1,3,1,0,25,0,0,0,25,50,25,50,25,25,100,75,0,25,0,1,2,3,2,1,1,4,3,50,50,5,80,80,50,30,50
石井浩郎,0,5,1,0,2,1,1,15,3,1,1,3,5,15,3,10,,4,1,,,,1,1,1,,,,,1,3,4,5,4,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,1,1,2,1,2,2,2,1,4,1,1,1,2,2,1,5,1,1,1,5,3,3,1,5,3,2,3,3,25,100,70,25,25,50,70,70,80,25,50,50,50,25,90,25,1,3,2,4,2,1,2,4,90,80,100,90,90,90,90,90
鈴木陽悦,0,5,4,1,1,1,0,3,8,13,1,2,3,1,8,5,4,,,,,,,,,,,,,1,3,4,1,1,2,3,1,3,3,1,1,1,1,2,3,2,2,2,1,3,3,1,4,3,2,3,3,3,4,3,2,2,2,2,2,2,2,3,3,3,2,2,2,3,3,3,2,65,,,,,,,,,,,,,,,80,2,2,3,5,3,4,3,4,10,1,10,80,60,50,30,80
藤田和久,0,5,1,0,4,1,0,5,8,7,1,2,5,7,8,5,3,3,3,4,3,3,3,3,3,3,3,3,3,1,3,5,3,4,4,5,5,5,5,3,2,2,2,3,4,3,3,5,5,5,5,1,5,5,3,5,5,5,5,1,5,2,3,3,5,5,5,1,1,2,5,2,1,2,5,3,3,10,5,0,100,5,10,0,0,0,5,0,0,10,0,5,10,5,3,5,5,5,4,1,3,20,30,20,100,70,50,30,90
梅津庸成,0,6,1,0,1,1,0,13,3,,5,,,1,13,3,4,3,3,3,2,2,3,3,3,3,2,3,3,1,4,,2,1,2,3,1,3,3,1,1,2,2,2,4,1,1,2,1,3,3,2,3,2,3,3,2,3,5,3,2,2,3,2,3,4,3,2,4,3,2,2,4,3,4,2,3,,40,40,30,50,50,40,50,40,50,45,20,20,,40,90,3,2,3,4,4,3,3,3,30,30,20,40,40,40,60,60
太田俊男,0,6,1,0,4,1,0,8,7,2,3,2,4,8,7,5,3,3,3,4,3,3,3,3,3,3,3,3,3,1,3,5,3,4,5,5,5,5,5,4,2,2,2,4,5,5,3,5,5,5,5,1,5,5,2,5,5,5,4,1,5,2,3,3,5,5,5,1,1,2,5,2,1,2,5,3,3,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,5,5,4,1,3,100,50,100,90,80,70,90,60
川野裕章,0,6,1,0,7,1,0,12,3,13,4,3,5,12,13,3,3,3,3,3,3,3,4,3,3,3,3,3,3,1,,,1,2,5,5,3,5,5,5,5,2,5,2,5,5,5,5,5,1,3,1,2,2,1,3,1,4,2,5,1,4,4,5,5,1,5,5,5,2,3,2,,5,1,1,1,30,35,20,20,20,15,100,25,15,15,15,0,35,0,35,5,5,2,4,4,3,3,5,2,0.1,1,0.1,95,90,95,40,70
岸宏一,0,6,4,2,2,1,1,8,7,2,1,4,3,5,2,7,3,4,1,3,3,3,1,1,1,3,2,3,2,1,3,4,5,3,4,5,5,5,5,5,4,5,4,5,5,5,5,5,5,1,1,2,1,2,2,2,1,4,1,1,1,2,3,1,5,2,1,1,5,3,3,1,5,3,3,3,2,,,,,,,,,,,,,,,,,1,3,2,5,2,3,3,3,,,,,,,,
岩城光英,0,7,4,2,2,1,1,15,8,4,1,3,5,13,6,4,,4,,,,,,,,,,,,,,,5,4,4,,5,5,5,5,5,5,4,5,4,5,3,5,5,1,2,2,2,2,2,2,2,3,1,3,1,1,2,1,4,3,3,2,5,3,3,1,4,1,2,2,2,,,,,,,,,,,,,,,,,2,2,4,4,2,3,2,4,1,5,1,80,70,80,70,80
岩渕友,0,7,1,0,4,2,0,8,1,7,1,5,2,8,2,14,3,3,3,4,3,3,3,3,3,3,3,3,3,1,,,4,4,2,5,5,5,5,2,2,2,1,3,3,2,3,3,5,5,5,1,5,5,5,5,5,5,5,1,5,1,3,3,5,5,5,1,1,3,5,3,1,1,5,4,3,10,0,0,100,10,10,0,0,0,0,0,0,0,0,0,25,5,4,5,4,5,5,1,4,20,10,5,80,100,60,50,100
岡部光規,0,7,1,0,1,1,0,7,13,3,5,1,3,7,13,3,4,3,3,3,2,2,3,3,3,3,3,3,3,1,4,3,,,,,,,,,,,,,,,,,,2,2,2,3,3,2,3,3,3,3,2,2,3,3,4,4,4,3,3,3,3,5,1,3,5,3,1,2,75,25,1,1,25,25,30,50,30,30,5,1,1,75,25,95,4,2,3,4,4,3,2,4,1,1,,90,60,60,70,60
