ID,PREFNAME,CITY,PREFEC,HRDIST,W1Q1,W1Q2,W1Q3,W1Q4,W1Q5_1,W1Q5_2,W1Q5_3,W1Q6,W1Q7,W1Q8,W1Q9,W1Q10,W1Q11,W1Q12,W1Q13,W1Q14_1,W1Q14_2_1,W1Q14_2_2,W1Q14_2_3,W1Q15_1,W1Q15_2,W1Q15_3,W1Q15_4,W1Q15_5,W1Q15_6,W1Q15_7,W1Q15_8,W1Q15_9,W1Q15_10,W1Q15_11,W1Q16_1,W1Q16_2,W1Q16_3,W1Q16_4,W1Q16_5,W1Q16_6,W1Q16_7,W1Q16_8,W1Q16_9,W1Q16_10,W1Q16_11,W1Q16_12,W1Q16_13,W1Q16_14,W1Q16_15,W1Q16_16,W1Q16_17,W1Q17_1,W1Q17_2,W1Q17_3,W1Q17_4,W1Q17_5,W1Q17_6,W1Q17_7,W1Q17_8,W1Q17_9,W1Q17_10,W1Q18_1,W1Q18_2,W1Q19_1,W1Q19_2,W1Q20_1,W1Q20_2,W1Q20_3,W1Q20_4,W1Q20_5,W1Q20_6,W1Q20_7,W1F1,W1F2,W1F3,W1F4,W1Q2FA,W1Q4FA,W1Q5FA,W1Q6FA,W1Q14_2FA,W1Q18FA,W1F3FA,W1F4FA,RESPONSE,W2Q1,W2Q2,W2Q3,W2Q4,W2Q5,W2Q6,W2Q7_1,W2Q7_2,W2Q7_3,W2Q8,W2Q9_1,W2Q9_2,W2Q9_3,W2Q9_4,W2Q9_5,W2Q9_6,W2Q9_7,W2Q9_8,W2Q9_9,W2Q9_10,W2Q9_11,W2Q10,W2Q11,W2Q12,W2Q13,W2Q14,W2Q15,W2Q16,W2Q17_1,W2Q17_2,W2Q17_3,W2Q17_4,W2Q17_5,W2Q17_6,W2Q17_7,W2Q17_8,W2Q18_1,W2Q18_2,W2Q18_3,W2Q18_4,W2Q18_5,W2Q18_6,W2Q18_7,W2Q18_8,W2Q19_1,W2Q19_2,W2Q19_3,W2Q19_4,W2Q19_5,W2Q19_6,W2Q19_7,W2Q19_8,W2Q19_9,W2Q19_10,W2Q19_11,W2Q19_12,W2Q20_1,W2Q20_2,W2Q20_3,W2Q20_4,W2Q20_5,W2Q20_6,W2Q21,W2Q22_1,W2Q22_2_1,W2Q22_2_2,W2Q22_2_3,W2Q22_2_4,W2Q22_2_5,W2Q22_2_6,W2Q22_2_7,W2Q22_2_8,W2Q22_2_9,W2Q22_2_10,W2Q22_2_11,W2Q22_2_12,W2Q22_2_13,W2Q22_2_14,W2Q22_2_15,W2Q22_3_1,W2Q22_3_2,W2Q22_3_3,W2Q22_3_4,W2Q22_3_5,W2Q22_3_6,W2Q22_3_7,W2Q22_3_8,W2Q22_3_9,W2Q22_3_10,W2Q22_3_11,W2Q22_3_12,W2Q22_3_13,W2Q22_3_14,W2Q22_3_15,W2Q22_3_16,W2Q23_1,W2Q23_2,W2Q23_3,W2Q24_1,W2Q24_2,W2Q24_3,W2Q24_4,W2Q24_5,W2Q24_6,W2Q25_1,W2Q25_2,W2Q25_3,W2Q25_4,W2Q25_5,W2Q25_6,W2Q25_7,W2Q25_8,W2Q26_1,W2Q26_2,W2Q26_3,W2Q26_4,W2Q26_5,W2Q26_6,W2Q26_7,W2Q26_8,W2Q26_9,W2Q26_10,W2Q2FA,W2Q4FA,W2Q7FA,W2Q16FA,W2Q17FA,W2Q22_2FA,W2Q22_3FA,W2Q23FA,W2Q26FA
2392,鳥取県,鳥取市,31,1,2,90,99,90,7,6,1,99,3,2,2,2,4,4,3,2,1,2,5,30,0,10,0,10,0,0,0,30,0,30,2,2,2,3,4,1,2,3,4,2,3,3,3,2,2,2,3,2,2,3,3,2,3,4,3,2,3,1,66,1,5,2,6,1,5,7,4,3,1,4,2,1,,,,,,,,,1,1,66,66,66,66,66,66,66,66,3,1,0,0,0,0,0,0,0,0,0,0,2,1,3,1,3,4,1,0,1,0,0,0,0,0,0,50,20,50,20,30,20,50,0,2,1,2,2,2,1,1,1,1,3,3,3,4,1,4,2,2,2,5,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,2,9,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,,,,,,,,
2393,鳥取県,鳥取市,31,1,2,1,1,1,2,3,7,1,2,2,2,2,3,2,2,1,1,5,2,80,50,50,50,0,0,0,0,70,0,70,1,5,4,3,3,2,4,5,3,2,2,4,4,3,2,4,4,1,3,2,2,4,4,4,4,3,4,1,66,1,5,4,2,1,5,7,3,6,2,3,2,5,,,,,,,,,1,1,66,66,66,66,66,66,66,66,2,0,0,0,0,0,0,1,1,1,0,0,2,2,2,2,2,3,1,0,1,0,1,0,0,0,0,80,30,50,30,60,50,70,20,2,4,2,4,4,2,2,3,2,4,4,4,4,3,4,3,4,4,4,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,2,9,8,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,
2394,鳥取県,鳥取市,31,1,1,66,66,66,66,66,66,99,4,3,4,3,4,4,4,1,2,9,1,50,50,50,50,50,50,50,50,50,50,50,1,4,3,1,3,1,1,3,3,4,1,1,3,1,1,1,1,2,4,3,2,5,4,5,5,5,3,1,66,2,66,5,4,3,2,7,1,6,2,2,4,1,,,,,,,,,1,1,66,66,66,66,66,66,66,66,5,1,0,0,0,0,0,0,0,0,0,0,4,3,3,3,3,3,8,0,0,0,0,0,0,0,1,50,50,40,40,40,40,60,50,2,3,1,2,5,1,1,3,1,1,5,4,3,4,5,5,4,3,3,3,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,99,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,
2398,鳥取県,東伯郡北栄町,31,2,2,5,1,1,8,1,12,1,2,1,1,1,1,2,4,1,9,2,1,50,0,0,0,100,0,0,0,100,0,0,1,2,2,1,3,2,3,3,3,5,3,5,5,3,2,3,5,3,3,3,3,2,4,3,3,3,3,5,66,2,66,6,5,4,7,1,3,2,2,2,2,1,,,,,,,,,1,2,7,5,1,3,5,8,1,12,4,1,0,0,0,0,0,0,0,0,0,0,2,4,1,1,1,1,1,0,1,1,1,1,1,1,0,75,0,0,0,0,0,100,0,1,2,1,2,5,2,3,3,5,5,3,5,3,1,2,2,2,3,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,5,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,日本のこころ,,,,小沢,,,,
2400,鳥取県,東伯郡北栄町,31,2,2,2,5,2,2,6,7,4,4,3,4,4,5,5,4,3,66,66,66,999,999,999,999,999,999,999,999,999,999,999,99,99,99,99,99,99,99,99,99,4,99,3,3,3,2,3,99,5,99,99,99,99,99,99,99,99,99,11,1,1,5,99,99,99,99,99,99,99,2,4,2,5,,,,,,,,,1,2,2,5,2,3,3,6,7,13,3,0,0,0,0,0,0,0,1,0,0,0,5,3,3,4,4,4,8,1,0,0,0,0,0,0,0,0,50,0,0,0,0,0,50,3,2,2,3,4,1,1,3,3,3,5,3,3,2,4,4,2,4,5,3,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,99,99,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,
2402,島根県,松江市,32,1,2,1,2,1,2,10,1,1,2,2,2,3,2,2,1,2,1,3,9,60,999,999,999,999,999,999,999,999,999,999,1,3,2,2,3,2,2,2,3,4,3,5,3,1,1,5,3,2,4,4,3,2,99,3,2,3,4,1,66,2,66,7,6,5,3,4,1,2,1,6,2,8,,,,,,,,,1,2,1,2,1,2,2,1,99,99,3,0,0,0,1,0,0,1,1,0,0,0,3,3,3,1,2,2,1,0,0,0,1,0,1,0,0,70,50,55,5,50,5,60,40,2,2,2,1,4,3,4,2,5,5,5,4,2,4,3,2,4,2,4,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,2,3,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,,,,,,,,
2403,島根県,松江市,32,1,2,1,1,1,2,11,7,2,3,1,2,2,4,4,3,1,1,3,4,50,50,50,50,50,50,50,50,50,50,50,1,1,1,1,5,4,2,2,2,3,2,4,3,2,3,3,1,5,4,2,2,2,4,4,4,3,3,1,66,2,66,7,5,4,3,6,2,1,2,3,3,5,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2404,島根県,松江市,32,1,1,66,66,66,66,66,66,99,2,1,2,3,4,3,4,4,66,66,66,50,50,10,10,10,10,10,10,50,50,10,3,3,1,3,5,2,3,5,3,3,5,1,3,1,3,1,3,3,3,4,3,5,3,3,3,3,3,1,66,1,5,1,2,3,5,7,4,6,2,3,4,5,,,,,,,,,1,1,66,66,66,66,66,66,66,66,3,0,0,1,0,0,0,1,1,0,1,1,4,2,2,3,3,3,1,0,0,0,0,0,0,0,1,75,50,25,25,25,25,75,50,3,2,2,3,2,2,2,3,3,3,3,3,3,3,4,3,5,3,99,3,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,4,10,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,,,,,,,,
2405,島根県,松江市,32,1,2,3,5,1,2,7,6,1,2,1,1,2,3,3,4,2,1,9,2,60,0,70,50,70,0,0,0,70,0,80,1,2,3,1,3,1,2,5,4,5,2,2,3,1,3,5,2,1,1,1,5,1,3,5,3,4,2,1,66,2,66,7,3,1,6,4,2,5,2,4,2,1,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2406,島根県,松江市,32,1,1,66,66,66,66,66,66,66,3,3,2,3,3,3,4,3,66,66,66,25,75,50,50,50,75,50,50,10,50,60,2,3,2,5,3,1,2,5,3,2,3,2,3,2,5,2,2,3,2,2,4,5,1,5,3,4,3,2,66,2,66,1,2,3,5,6,4,7,2,3,2,5,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2407,島根県,松江市,32,1,2,1,1,1,1,12,2,1,2,1,1,1,2,3,2,1,1,3,9,70,0,20,50,85,0,0,0,90,0,50,1,1,1,1,3,1,2,3,2,2,2,5,5,1,1,5,4,1,2,1,3,1,4,4,3,2,1,1,66,1,5,3,4,7,2,6,5,1,1,5,5,8,,,,,,,,,1,2,1,1,1,2,2,1,12,2,2,0,0,0,0,0,0,1,1,1,0,0,3,2,1,1,2,3,1,0,1,0,1,0,1,0,0,70,0,50,0,30,0,100,0,1,1,2,2,2,2,3,2,5,3,4,3,5,2,5,2,5,4,8,99,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,10,9,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,,,,,,,,,
2408,島根県,松江市,32,1,1,66,66,66,66,66,66,1,2,3,3,3,3,4,3,3,66,66,66,51,40,50,49,50,50,50,50,49,40,50,3,3,4,3,3,2,3,3,3,3,3,3,3,2,3,3,3,3,4,3,2,2,3,4,3,3,3,1,66,2,66,3,5,1,4,6,2,7,2,3,3,9,,,,,,,,看護師,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2409,島根県,松江市,32,1,2,1,3,1,6,99,99,1,1,1,2,2,3,3,1,3,66,66,66,80,999,999,999,999,999,999,999,999,999,999,3,3,1,1,5,1,1,1,3,3,1,3,3,1,1,5,1,3,2,2,3,2,3,5,3,3,4,1,66,1,3,5,6,3,4,7,1,2,2,6,2,8,,,,,,,,,1,2,1,1,1,1,3,5,6,7,3,0,0,0,0,0,0,0,0,1,0,0,3,1,2,3,2,3,1,0,0,0,0,0,0,0,1,90,30,90,50,60,50,90,0,3,2,2,2,1,1,1,3,4,3,3,3,4,2,5,2,4,5,5,99,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,12,99,99,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,,,,,,,,
2410,島根県,雲南市,32,1,2,2,5,2,4,7,6,66,4,3,4,4,5,5,1,4,66,66,66,0,25,10,0,0,25,0,10,10,10,10,4,3,2,5,3,3,5,1,3,4,2,1,3,2,3,2,2,3,3,2,2,3,3,5,5,3,4,2,66,1,1,1,3,4,5,6,2,7,2,3,3,9,,,,,,,,市役所臨時職員,1,2,2,1,7,4,4,4,5,6,4,1,0,0,0,0,0,0,0,0,0,0,5,1,5,5,5,5,2,1,0,0,0,0,0,0,0,0,75,0,75,0,75,0,75,4,2,3,4,2,2,3,4,3,1,4,5,4,2,5,3,5,4,5,4,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,3,99,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,,,,,,,,
2412,島根県,雲南市,32,1,2,5,2,1,2,1,14,1,3,2,1,1,3,4,3,2,9,4,6,60,0,50,50,60,50,0,0,75,0,50,2,3,3,1,3,1,4,3,4,2,2,4,5,2,1,5,4,2,3,2,4,4,5,5,3,4,3,1,66,1,3,1,2,5,4,6,3,7,1,2,5,1,,,,,,,,,1,2,5,3,1,1,4,3,12,11,4,0,0,0,0,0,0,1,0,0,0,1,5,3,2,1,3,1,1,0,1,0,0,0,1,0,0,70,0,50,25,60,10,70,0,2,3,1,2,3,2,3,2,2,5,4,4,2,3,4,2,1,4,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,12,99,99,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,
2413,島根県,雲南市,32,1,2,2,1,8,7,6,5,2,3,3,4,4,4,4,2,3,66,66,66,50,50,50,30,0,50,0,30,50,999,50,3,4,3,5,3,3,3,5,3,5,3,2,3,2,3,3,3,1,4,1,4,3,3,5,4,3,3,2,66,2,66,4,5,1,3,6,2,7,1,5,2,1,,,,,,,,,1,2,2,1,2,3,3,7,12,8,5,0,0,0,0,0,0,1,0,0,0,0,4,1,3,3,3,3,8,0,0,1,0,1,0,0,0,50,60,50,60,25,50,50,60,3,3,3,3,3,2,3,3,4,4,4,4,3,3,2,3,2,4,99,3,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,12,99,99,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,,,,,,,,
2417,島根県,雲南市,32,1,2,4,3,1,16,99,99,1,2,1,3,3,4,4,4,3,66,66,66,999,999,999,999,999,999,999,999,999,999,999,3,3,2,3,3,2,2,4,3,5,3,3,3,3,4,4,4,3,99,2,2,1,2,2,4,99,3,1,66,2,66,99,99,1,2,3,99,99,1,5,1,8,,,地域の少子化,,,,,,1,2,1,5,1,2,4,7,5,4,4,0,1,0,0,0,0,0,0,0,0,0,3,3,1,3,2,3,1,0,0,0,0,0,0,0,1,80,999,999,999,999,999,80,999,4,3,3,3,4,2,1,3,5,3,3,4,3,3,4,3,2,3,99,99,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,99,99,99,99,99,99,99,99,99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,
2418,岡山県,岡山市北区,33,1,2,2,1,3,12,1,10,2,3,1,4,5,4,4,3,5,66,66,66,40,60,55,50,30,30,20,20,30,60,55,2,4,3,4,2,4,2,4,3,4,3,2,4,1,2,3,4,2,3,1,3,2,4,1,4,1,3,2,66,1,5,99,99,99,99,99,99,99,2,4,5,6,,,,,,,,,1,2,2,1,2,2,4,12,1,6,4,1,0,0,0,0,0,0,0,0,0,0,4,3,1,5,5,3,2,1,0,1,0,0,0,0,0,10,60,20,40,40,30,10,80,99,4,4,3,5,3,3,3,4,4,4,4,3,3,3,99,2,1,5,4,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,3,2,8,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,
2419,岡山県,岡山市北区,33,1,1,66,66,66,66,66,66,2,2,2,2,1,3,4,2,3,66,66,66,50,50,999,999,999,999,999,999,50,40,40,1,3,2,2,5,2,2,3,2,5,2,2,3,1,2,3,3,2,2,4,3,1,4,1,4,3,4,1,66,1,3,3,2,1,4,6,5,7,1,6,2,9,,,,,,,,後期高齢者無職,1,1,66,66,66,66,66,66,66,66,5,1,0,0,0,0,0,0,0,0,0,0,4,3,2,1,3,4,8,0,0,0,0,0,0,0,1,999,999,999,999,999,999,999,999,2,2,3,1,4,1,4,2,5,4,4,3,5,3,2,3,2,4,4,2,1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,99,99,99,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,
2420,岡山県,岡山市北区,33,1,1,66,66,66,66,66,66,99,2,2,3,2,2,3,4,3,66,66,66,80,60,50,50,50,50,50,50,80,60,50,1,4,5,2,5,1,2,4,3,5,1,1,1,1,4,1,1,4,2,1,1,5,2,5,4,4,2,1,66,2,66,4,3,2,5,6,1,7,2,1,5,7,,,,,,,,,1,1,66,66,66,66,66,66,66,66,5,0,0,0,0,0,0,0,1,0,0,0,3,3,4,3,4,3,8,0,0,0,0,0,0,0,1,50,50,50,50,50,50,50,50,3,4,2,3,4,2,4,4,2,2,3,3,3,4,5,4,3,3,5,3,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,
2421,岡山県,岡山市北区,33,1,2,1,1,1,2,6,5,1,3,2,3,4,4,3,4,2,5,4,1,80,80,50,0,50,0,50,0,80,0,80,3,4,3,2,2,2,4,4,4,5,2,2,3,3,5,3,2,1,4,1,4,1,2,2,4,2,4,1,66,1,5,2,1,3,6,5,4,7,99,99,99,99,,,,,,,,,1,2,3,4,1,3,4,10,6,5,5,0,0,0,0,0,0,1,1,1,0,0,4,4,3,4,4,3,1,0,1,0,1,0,1,0,0,50,0,30,0,50,0,50,0,3,2,1,3,4,1,3,3,3,3,5,3,4,3,2,4,4,1,5,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,5,2,9,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,
2422,岡山県,岡山市北区,33,1,2,3,5,1,5,6,10,2,1,2,4,4,3,3,1,1,2,1,8,75,40,74,0,20,10,20,10,75,10,75,2,5,5,5,1,1,1,1,1,1,5,3,5,1,1,5,5,5,5,1,1,2,5,1,3,3,1,1,66,2,66,1,2,3,4,5,6,7,1,5,2,9,,,,,,,,天理教教会長,1,2,2,4,1,2,4,5,7,6,3,0,0,0,0,0,0,1,0,0,0,0,3,1,2,1,1,1,1,0,0,1,1,0,0,0,0,75,50,1,1,50,25,75,50,2,1,2,1,3,1,1,4,3,2,5,5,5,2,5,2,4,4,7,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,3,7,9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
2423,岡山県,岡山市北区,33,1,2,3,5,2,1,12,15,1,2,2,3,3,2,3,1,4,66,66,66,75,65,60,50,50,50,50,50,50,50,65,2,3,3,4,3,3,3,2,3,5,4,3,3,3,4,2,3,3,3,3,2,2,2,4,4,2,3,1,66,1,5,1,4,2,5,7,3,6,2,4,5,6,,,,,,,,,1,1,66,66,66,66,66,66,66,66,3,1,0,0,0,0,0,0,0,0,0,0,2,1,3,5,4,4,2,0,0,0,0,0,0,0,1,50,50,10,10,10,10,50,50,3,2,3,3,2,2,2,3,2,3,3,3,1,3,4,2,2,4,5,3,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,3,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,
2424,岡山県,岡山市北区,33,1,1,66,66,66,66,66,66,1,3,2,4,5,3,2,1,3,66,66,66,40,40,40,30,40,40,40,40,30,30,50,3,4,4,3,3,3,4,3,3,4,3,3,4,2,5,5,1,2,4,2,2,1,1,4,4,4,2,1,66,1,5,3,1,2,5,6,4,7,2,2,5,1,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2425,岡山県,岡山市北区,33,1,2,1,1,1,3,5,1,1,2,1,2,2,2,3,2,1,2,9,7,90,40,40,50,60,0,30,0,90,20,20,2,3,2,3,4,2,2,2,2,5,2,4,4,1,2,3,4,1,2,2,2,1,5,1,2,2,3,1,66,1,5,6,3,4,1,5,2,7,1,5,5,3,,,,,,,,,1,2,1,1,1,3,2,16,2,1,2,0,0,0,0,0,0,1,1,1,0,0,2,2,1,1,1,1,1,0,1,0,1,0,1,0,0,75,25,50,0,50,0,75,0,2,3,2,2,2,2,4,1,4,3,3,2,5,3,2,2,2,4,8,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,2,10,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,,経済政策,,,,,,
2426,岡山県,岡山市中区,33,2,2,3,4,2,3,1,15,3,3,3,4,5,5,4,1,3,66,66,66,60,30,60,60,50,0,10,10,30,20,40,2,4,2,3,5,4,4,2,3,5,4,5,4,1,5,4,4,2,2,3,2,1,2,4,5,1,2,1,66,1,2,4,3,7,5,1,2,6,2,6,2,8,,,,,,,,,1,2,5,4,2,2,2,6,3,15,3,1,0,0,0,0,0,0,0,0,0,0,4,1,4,5,4,5,1,0,0,0,1,0,0,0,0,70,20,60,10,75,10,20,10,2,2,4,4,2,1,4,3,5,4,5,2,3,3,2,4,2,2,4,3,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,8,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,,,,,,,,,
