ID,NAME,RESPONSE,NOELEC,DISTRICT,INCUMB,PARTY,PROP,TERM,SEX,RESULT,Q1_1,Q1_2,Q1_3,Q2_1,Q2_2,Q2_3,Q3_1,Q3_2,Q3_3,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q4_10,Q4_11,Q4_12,Q4_13,Q4_14,Q4_15,Q4_16,Q4_17,Q4_18,Q4_19,Q4_20,Q4_21,Q4_22,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q5_8,Q5_9,Q5_10,Q6,Q7,Q8,Q9,Q10,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q11_9,Q11_10,Q11_11,Q12,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q13_7,Q13_8,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6_1,Q14_6_2,Q14_6_3,Q14_6_4,Q14_6_5,Q14_6_6,Q14_6_7,Q14_6_8,Q14_6_9,Q15_1,Q15_2,Q15_3,Q16
122,青木茂樹,1,0,19,1,17,0,0,1,0,3,6,11,5,1,99,3,5,4,3,3,2,2,2,2,3,2,2,3,2,3,2,3,3,2,2,4,4,2,2,2,3,3,3,3,3,2,2,3,4,3,2,3,3,4,2,2,3,2,2,2,3,3,3,3,3,3,7,2,1,2,3,3,4,4,5,3,0,5,3,66,0,0,1,1,1,0,1,0,0,2,1,14,産業の体質改善
123,遠藤昭子,1,0,19,1,6,0,0,2,0,7,6,12,2,1,5,6,7,12,5,5,4,5,5,5,4,2,3,5,5,3,5,5,1,4,3,5,5,5,5,1,5,5,1,2,4,3,5,4,4,5,5,4,5,5,5,3,3,3,3,3,4,3,3,3,3,3,99,2,1,2,1,4,3,4,5,4,4,0,3,66,0,0,1,1,1,0,1,0,0,1,2,14,自共対決
124,坂口岳洋,1,0,19,1,17,0,0,1,0,7,6,12,5,2,1,2,5,15,3,3,3,3,5,4,4,2,4,2,2,2,3,3,2,3,2,3,3,3,3,2,4,5,3,2,2,2,4,4,5,2,5,3,5,5,5,99,2,99,99,99,99,2,2,2,2,99,5,2,2,2,2,3,4,2,3,4,4,5,4,66,0,0,0,1,1,0,1,0,0,2,1,6,安倍政権の暴走阻止の
125,森屋宏,1,0,19,1,1,0,0,1,1,3,6,5,3,4,5,5,6,11,2,3,1,3,1,2,4,3,2,1,2,4,3,2,5,3,1,1,4,4,4,2,3,2,4,3,3,3,2,5,4,4,1,1,1,1,1,4,3,2,1,2,3,3,3,3,2,2,7,2,2,4,3,4,3,4,4,2,2,1,3,66,0,0,0,1,1,0,0,1,0,2,1,13,地域を元気にする
126,米長晴信,1,0,19,4,5,0,1,1,0,16,99,99,5,1,2,14,3,1,1,2,1,3,2,2,3,4,3,5,3,2,1,3,5,2,3,4,1,1,1,2,2,3,5,3,3,1,2,3,5,3,1,2,3,1,3,2,2,2,2,4,2,2,2,2,2,2,99,2,2,3,3,3,4,3,3,4,1,1,4,66,0,0,0,1,1,0,0,0,0,2,13,7,消費税増税に待った！
127,田辺丈太郎,1,0,19,1,12,0,0,1,0,12,1,7,1,4,5,12,1,7,1,1,1,1,1,1,1,1,1,5,5,5,1,1,5,1,1,1,1,5,2,3,2,1,5,4,2,5,2,5,2,4,1,1,1,4,2,2,3,3,3,3,3,3,3,3,3,3,7,2,1,3,2,2,2,4,4,4,5,3,2,66,0,1,1,1,1,0,1,0,0,2,1,11,憲法改正
128,林祥三,1,0,19,1,17,0,0,1,0,16,8,10,99,99,99,99,99,99,5,5,3,5,5,5,3,2,3,4,3,2,3,2,2,5,3,5,3,5,3,2,5,3,3,2,1,1,5,3,5,3,5,4,5,5,3,3,3,3,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,0,0,0,0,1,66,66,66,66,66,66,66,66,66,1,6,3,
129,唐沢千晶,1,0,20,1,6,0,0,2,0,7,12,13,2,5,1,7,12,13,5,5,2,5,5,5,5,2,3,5,5,5,5,5,1,3,3,5,5,5,5,1,5,5,1,1,5,1,5,5,5,5,5,4,5,5,5,3,3,3,3,3,4,3,3,3,3,3,0,1,1,3,2,2,2,3,4,4,5,0,4,66,0,0,0,1,1,0,1,1,0,1,2,14,新しい希望発信
130,羽田雄一郎,1,0,20,4,2,0,3,1,1,5,6,12,1,5,2,5,4,14,3,3,2,3,5,5,3,3,2,3,3,4,4,4,2,3,2,4,3,4,3,3,3,4,2,3,4,1,4,3,3,2,4,3,5,5,4,3,4,3,3,3,3,2,3,2,3,3,4,4,2,3,3,4,3,1,2,4,5,1,3,66,0,0,0,1,0,0,0,0,0,2,1,6,日本の道
131,吉田博美,1,0,20,4,1,0,2,1,1,13,7,4,1,2,3,14,10,4,3,4,1,3,4,2,3,1,2,2,3,3,4,3,3,2,1,3,3,3,2,2,2,3,2,2,2,3,2,4,3,2,2,3,3,2,1,4,99,99,1,99,99,99,99,99,99,99,4,1,1,3,2,3,4,3,3,5,3,2,4,66,0,0,0,1,1,0,1,0,0,2,6,14,ねじれ解決
132,味岡淳二,1,0,20,1,12,0,0,1,0,1,3,16,1,5,2,6,3,1,1,1,1,1,1,1,1,1,1,5,5,5,1,5,5,1,1,1,1,5,4,3,1,1,5,3,3,5,3,3,1,5,1,1,1,1,3,2,3,3,3,3,3,3,3,3,3,3,7,1,1,1,3,1,3,2,3,4,5,2,2,66,0,0,0,0,1,0,0,0,0,2,1,6,日本の誇りを取り戻す
133,神津ゆかり,1,0,20,1,17,0,0,2,0,12,15,5,1,5,99,12,15,5,5,5,5,4,5,5,5,4,4,5,5,2,5,5,3,4,5,5,5,5,5,1,4,5,1,3,5,1,5,5,5,5,5,4,5,5,5,3,2,3,3,3,3,2,2,2,3,3,99,1,1,1,2,3,4,3,4,5,5,0,3,66,0,0,0,0,1,1,1,0,0,14,2,6,脱原発・憲法
134,角恵子,1,0,20,1,5,0,0,2,0,7,12,15,1,3,5,7,10,5,3,3,3,3,4,4,3,3,3,5,3,3,2,5,3,3,3,4,3,2,3,3,3,3,3,3,3,3,3,3,4,2,3,3,5,3,5,99,99,99,99,99,99,99,99,99,99,99,5,2,1,3,3,1,5,3,3,3,5,0,2,66,0,0,1,1,1,0,1,0,0,1,2,13,自民党一人勝ち阻止
135,大野泰正,1,0,21,1,1,0,0,1,1,2,3,11,1,2,3,13,11,15,2,3,2,99,3,2,4,1,1,2,4,4,3,2,5,5,1,5,4,2,3,2,99,99,99,2,3,99,2,4,2,3,99,3,3,3,1,4,3,3,1,3,3,3,3,3,3,3,5,1,1,3,3,3,2,1,4,4,0,0,3,66,0,0,0,1,0,0,0,0,0,2,6,14,
136,加納有輝彦,1,0,21,1,12,0,0,1,0,2,12,15,5,1,3,2,12,4,1,1,1,2,1,2,3,2,2,5,5,3,1,3,5,2,2,1,2,5,3,3,3,3,4,3,2,5,2,4,2,5,1,1,1,4,4,2,3,2,3,2,3,3,3,3,3,2,7,2,2,4,2,2,2,1,4,4,4,5,2,66,0,0,1,1,1,0,1,0,0,2,1,6,救国
137,鈴木正典,1,0,21,1,6,0,0,1,0,16,12,15,2,1,99,2,4,6,5,5,1,5,5,5,5,3,3,5,5,5,5,5,1,3,3,5,5,5,5,1,5,4,1,4,3,1,5,5,4,5,5,4,5,5,5,3,3,3,3,3,4,3,3,3,3,3,0,1,1,2,2,3,3,2,3,4,5,0,3,66,0,0,1,1,1,0,1,1,0,1,6,13,暴走ストップ
138,吉田里江,1,0,21,1,2,0,0,2,0,5,7,3,1,5,2,5,7,3,3,3,1,3,3,3,3,4,5,2,3,3,3,3,1,2,3,3,3,2,2,1,2,3,3,2,4,2,3,5,5,2,2,2,4,5,5,3,4,3,3,2,3,2,2,2,2,2,5,2,1,3,3,5,5,4,4,5,0,1,4,66,0,0,1,1,1,0,1,0,0,2,14,1,未来創造
139,榛葉賀津也,1,0,22,4,2,0,2,1,1,6,7,2,1,2,5,1,3,6,2,3,2,3,3,4,4,3,3,2,3,4,2,3,4,3,3,3,2,3,4,2,3,4,3,2,4,3,4,4,4,2,3,2,3,5,4,99,4,99,99,99,99,99,99,99,99,99,5,2,2,4,3,3,3,2,3,5,5,1,2,66,0,0,1,1,1,0,1,0,0,2,6,1,再逆転の夏
140,中野雄太,1,0,22,1,12,0,0,1,0,2,1,12,1,5,4,2,6,1,1,2,1,1,1,1,3,2,2,5,5,4,1,1,5,4,1,1,3,5,2,5,1,1,5,5,1,5,3,2,2,5,1,1,1,1,1,2,3,3,3,3,3,3,3,3,3,3,7,1,1,1,2,1,2,2,5,4,5,2,3,66,0,0,0,1,1,0,1,0,0,2,6,1,憲法改正
141,牧野京夫,1,0,22,4,1,0,1,1,1,4,13,3,5,2,3,4,13,3,2,2,3,3,1,2,3,2,2,1,2,2,5,4,5,3,2,4,4,5,3,3,3,2,2,2,2,2,2,4,3,4,1,1,1,3,2,4,3,2,1,3,3,3,3,3,3,3,5,2,2,3,3,2,3,2,1,1,2,1,2,66,0,0,0,1,1,0,1,1,0,2,7,14,
142,森大介,1,0,22,1,6,0,0,1,0,3,15,12,2,3,1,12,15,2,5,5,5,5,5,5,5,2,3,5,5,3,5,5,1,3,3,5,3,5,5,1,5,5,1,2,5,3,5,5,5,5,5,4,5,5,5,3,3,3,3,3,4,3,3,3,3,3,1,2,2,3,2,3,3,3,3,4,4,0,2,66,0,0,0,1,0,0,0,0,0,1,6,2,自共対決
143,鈴木唯記子,1,0,22,1,5,0,0,2,0,5,15,10,5,2,3,5,16,10,1,2,1,3,2,2,3,4,3,5,3,2,1,3,5,2,3,4,1,1,1,2,2,3,5,3,3,1,2,3,5,3,1,2,3,1,3,2,2,2,2,4,2,2,2,2,2,2,7,2,2,3,1,2,2,1,4,5,0,0,4,66,0,0,0,0,0,0,0,0,0,1,2,14,与党暴走阻止
144,望月飛竜,1,0,22,1,3,0,0,1,0,3,7,6,5,4,1,3,7,6,1,3,2,2,1,3,2,3,3,3,3,2,1,2,5,3,1,3,1,1,2,2,1,2,5,3,3,2,2,4,5,3,2,2,1,1,3,2,3,4,2,1,99,3,3,3,2,2,7,3,2,2,2,4,4,3,3,1,0,3,4,66,0,0,0,1,1,0,1,0,0,6,2,1,初ネット
145,酒井庸行,1,0,23,1,1,0,0,1,1,3,6,7,1,3,5,3,5,13,1,3,1,3,1,2,3,2,2,2,2,4,3,1,5,3,2,1,3,2,4,3,1,2,3,2,2,4,3,2,3,3,1,2,1,1,1,4,3,3,1,3,3,3,3,3,3,3,7,2,2,3,3,4,4,3,2,5,5,0,3,66,0,0,0,1,1,0,0,0,0,2,6,1,ねじれ解消
146,本村伸子,1,0,23,1,6,0,0,2,0,6,12,15,1,2,3,7,6,15,5,5,2,5,5,5,5,2,3,5,5,4,5,5,1,2,3,5,5,5,5,1,4,5,1,2,5,1,5,5,5,5,5,4,5,5,5,3,3,3,3,3,4,3,3,3,3,3,2,1,1,1,1,3,3,3,3,5,5,3,4,66,0,0,0,1,1,0,1,1,0,2,1,13,安倍政権の暴走に立ち向かう
147,薬師寺道代,1,0,23,1,5,0,0,2,1,6,2,5,3,5,4,6,5,3,1,2,1,3,2,2,3,4,3,5,3,2,1,3,5,2,3,4,1,1,1,2,2,3,5,3,3,1,2,3,5,3,1,2,3,1,3,2,2,2,2,4,2,2,2,2,2,2,5,2,2,1,2,3,3,2,1,4,4,3,2,66,0,0,0,1,1,0,1,0,0,1,6,13,インターネットさわぎ
148,大塚耕平,0,0,23,4,2,0,2,1,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,
149,宇田幸生,1,0,23,1,15,0,0,1,0,3,11,13,1,5,4,12,10,2,2,2,1,4,99,2,3,2,2,5,5,2,4,5,5,2,2,5,2,2,5,2,1,2,2,1,4,1,4,4,1,5,2,2,99,5,3,2,2,2,2,2,2,2,2,2,2,2,6,1,1,1,1,4,4,2,4,4,5,0,3,66,0,0,1,0,1,0,0,0,0,11,2,14,試考型
150,平山誠,1,0,23,4,9,0,1,1,0,15,13,7,2,5,4,15,13,9,3,5,3,4,5,5,4,3,2,5,3,2,5,5,1,3,3,5,3,3,4,2,4,5,2,2,5,1,5,4,3,5,3,3,4,5,5,3,2,3,2,3,3,2,2,4,2,2,5,2,2,3,4,4,2,1,3,4,2,5,4,66,0,0,0,1,1,0,1,1,0,2,14,13,みどりの風が吹く
151,伊藤善規,1,0,23,1,8,0,0,1,0,12,15,9,1,2,5,9,15,12,5,5,5,5,5,5,5,4,5,5,5,4,5,5,4,1,3,5,4,3,5,2,5,5,2,4,4,1,5,5,5,5,5,4,5,5,5,3,99,99,99,99,99,2,4,99,99,99,0,2,3,5,5,2,1,1,1,99,4,0,99,99,99,99,99,99,99,99,99,99,99,1,2,6,改憲阻止
152,身玉山宗三郎,1,0,23,1,16,0,0,1,0,12,1,13,5,1,99,1,13,12,1,2,2,2,1,2,3,2,4,2,4,2,3,4,5,2,2,2,4,2,4,3,4,3,4,2,5,4,2,5,4,2,1,1,2,2,1,1,3,1,3,3,3,99,3,99,99,1,5,2,1,2,2,2,3,4,4,4,0,2,3,66,0,0,0,1,1,0,1,1,0,13,3,2,憲法改正
153,中根裕美,1,0,23,1,12,0,0,2,0,5,1,2,1,5,4,5,1,2,1,1,1,1,1,1,1,1,1,5,5,5,1,5,5,1,1,1,3,5,3,3,1,1,5,5,3,5,2,4,1,5,1,1,1,2,2,2,3,3,3,3,3,3,3,3,3,3,5,3,1,4,2,2,4,2,4,4,4,0,2,66,0,0,1,1,1,0,1,0,0,2,1,6,日本世直し
154,近藤浩,1,0,23,1,3,0,0,1,0,6,11,12,1,3,4,6,11,12,2,2,1,2,2,2,2,3,3,4,3,3,2,3,3,3,2,3,99,1,1,1,3,3,2,2,3,3,2,4,3,2,2,2,2,2,3,2,3,4,2,3,3,3,3,3,3,3,9,2,2,2,2,3,2,3,2,2,2,0,2,66,0,0,0,1,1,0,0,0,0,2,1,6,
155,小川俊介,1,0,24,1,12,0,0,1,0,3,1,12,1,3,2,1,12,3,1,1,1,1,1,1,2,4,2,5,5,3,1,3,5,3,1,1,3,5,3,3,2,2,4,4,2,5,1,3,3,3,1,1,1,1,2,1,3,2,3,2,3,3,3,3,3,2,7,2,2,3,3,3,3,3,2,4,5,1,2,66,0,0,1,1,1,0,0,0,0,2,6,13,日本の分岐点
156,高橋千秋,1,0,24,4,2,0,3,1,0,6,3,7,5,1,2,4,3,11,3,5,3,4,5,5,4,3,3,2,3,4,4,4,1,3,4,3,4,3,4,1,3,4,2,2,4,1,4,2,4,2,3,4,5,5,5,3,4,99,99,99,99,99,99,99,99,99,5,3,2,4,2,4,4,3,3,5,5,2,4,66,0,0,1,1,1,0,1,1,0,2,14,6,生活者の暮らしを守る
157,中川民英,1,0,24,1,6,0,0,1,0,7,12,15,2,3,1,16,99,99,5,5,5,5,5,5,4,1,3,5,5,5,5,5,1,3,3,5,3,5,5,1,4,4,1,3,4,2,4,5,5,5,5,4,5,5,5,3,3,3,3,3,4,3,3,3,3,3,5,1,1,1,1,5,3,3,5,4,5,2,2,66,0,0,1,0,1,0,1,0,0,1,2,7,自民党対日本共産党
158,深尾浩紹,1,0,24,1,3,0,0,1,0,11,12,3,1,5,3,11,3,5,2,2,2,3,2,2,3,3,3,4,4,2,2,3,5,1,1,2,3,1,2,1,2,2,3,3,4,3,1,5,5,1,1,1,2,1,4,2,3,4,2,2,3,3,3,3,2,2,8,1,1,2,2,3,4,3,3,5,5,2,4,66,0,0,1,1,1,0,1,1,0,1,2,14,憲法
159,吉川有美,1,0,24,1,1,0,0,2,1,16,13,6,1,3,5,9,13,2,2,3,2,2,3,3,4,2,2,2,2,5,2,3,5,2,1,2,3,4,4,4,3,3,3,3,2,4,2,3,3,2,1,2,2,3,1,4,3,3,1,3,3,3,3,3,3,3,5,3,2,5,3,4,5,2,2,3,99,0,2,66,0,1,1,1,0,0,0,0,0,2,1,3,日本再生
160,大津伸太郎,1,0,24,1,17,0,0,1,0,15,13,99,4,5,99,5,15,13,2,2,2,3,1,1,3,3,2,2,1,1,3,3,5,3,1,5,3,4,1,1,3,3,2,3,3,1,3,4,2,3,1,2,1,4,2,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,2,2,2,3,5,0,0,4,66,0,0,0,1,1,0,0,0,0,13,14,1,台風の目
161,荒川雅司,1,0,25,1,12,0,0,1,0,2,1,15,1,3,4,15,1,3,1,1,1,1,1,1,1,1,1,5,5,1,1,1,5,1,1,1,1,5,3,3,1,1,5,5,2,5,1,2,1,5,1,1,1,1,1,2,3,3,3,3,3,3,3,3,3,3,8,2,2,3,3,1,3,4,3,2,5,2,2,66,0,0,0,1,1,0,1,0,0,2,1,7,憲法改正
162,坪田五久男,1,0,25,1,6,0,0,1,0,6,12,4,1,3,4,5,12,4,5,5,2,5,5,5,5,2,3,5,5,4,5,5,1,3,3,5,5,5,5,1,5,5,1,3,5,1,5,5,5,5,5,4,5,5,5,3,3,3,3,3,4,3,3,3,3,3,0,1,1,1,1,3,3,3,3,5,4,0,3,66,0,0,1,1,1,1,1,0,0,2,1,6,自共対決
163,徳永久志,1,0,25,4,2,0,1,1,0,6,3,7,1,5,3,1,5,6,2,3,1,3,2,5,4,4,4,2,3,4,2,3,3,3,3,3,3,2,3,1,1,3,4,3,4,2,3,5,5,1,3,3,4,5,5,2,4,2,2,2,3,3,2,2,3,3,7,2,2,3,3,4,3,3,3,3,3,1,3,66,0,0,1,1,1,0,1,1,0,2,7,1,自民暴走STOP
164,二之湯武史,1,0,25,1,1,0,0,1,1,5,7,6,1,2,4,5,3,1,1,3,2,2,3,2,4,2,2,1,1,2,4,2,5,5,1,2,3,4,3,3,3,4,2,3,2,2,2,2,4,4,1,1,1,2,3,4,3,3,1,3,3,3,3,3,3,3,7,2,1,1,2,4,2,3,2,3,4,0,4,66,0,0,1,1,1,0,1,1,0,2,1,8,
165,北神圭朗,1,0,26,1,2,0,0,1,0,7,6,1,1,5,2,2,3,1,1,3,2,2,1,3,4,3,2,2,3,3,2,3,5,3,2,2,2,3,5,2,2,2,3,3,4,4,4,4,4,2,1,2,3,4,4,3,4,3,3,2,3,3,3,2,2,3,8,2,2,3,3,4,4,2,2,5,5,1,2,66,0,0,0,1,0,0,0,1,0,6,5,2,アベコベ
166,倉林明子,1,0,26,1,6,0,0,2,1,12,7,15,2,1,5,6,5,15,5,5,2,3,5,5,4,2,3,5,5,5,5,5,1,4,2,5,5,5,5,1,5,5,1,2,5,1,5,5,5,5,5,4,5,5,5,3,3,3,3,3,4,3,3,3,3,3,2,1,1,1,1,4,4,4,5,5,5,1,4,66,0,0,1,1,1,0,1,1,0,1,2,14,自共対決
167,曽我周作,1,0,26,1,12,0,0,1,0,1,2,15,1,3,4,2,1,15,1,1,1,1,1,1,3,2,1,5,5,3,1,2,5,2,1,1,2,4,4,5,1,1,4,3,2,5,1,4,1,3,1,1,1,3,2,1,3,2,3,3,3,3,3,3,3,2,10,2,2,3,3,2,4,1,1,3,4,3,3,66,0,0,1,1,1,0,1,0,0,2,6,13,憲法改正
168,西田昌司,1,0,26,4,1,0,1,1,1,2,1,12,3,5,1,2,1,12,1,1,1,1,1,1,5,1,1,5,1,5,5,3,5,5,1,1,5,5,5,5,3,5,1,1,1,5,3,2,1,3,1,1,1,5,1,4,99,99,1,99,99,99,99,99,99,99,5,1,1,1,3,1,5,3,5,5,4,5,2,66,0,0,1,0,0,0,0,0,0,2,1,13,日本を取り戻す
169,山内成介,1,0,26,1,3,0,0,1,0,11,6,3,1,5,2,11,6,3,2,3,1,4,2,3,3,4,2,3,3,1,3,2,3,2,3,3,3,1,1,2,3,3,4,3,4,2,1,3,4,4,2,2,2,1,3,1,3,4,3,1,3,3,3,3,2,2,7,1,1,2,2,3,4,3,5,5,4,0,3,66,0,0,1,1,1,0,0,0,0,2,6,14,雨にも負けず風にも負けず
170,木下陽子,1,0,26,1,5,0,0,2,0,9,5,15,5,1,4,9,5,15,2,4,3,3,4,4,2,4,4,5,5,2,3,4,2,2,2,5,3,3,2,1,2,5,4,1,5,1,2,5,5,4,3,3,5,3,5,2,2,2,2,99,2,2,2,2,2,2,5,1,1,1,1,5,5,1,5,0,0,0,4,66,0,0,0,1,1,0,0,0,0,2,1,14,再編待ったなし
171,新藤伸夫,1,0,26,1,16,0,0,1,0,2,12,1,5,4,1,2,1,12,1,1,2,1,2,2,5,1,1,5,5,5,1,1,5,4,1,1,3,4,5,2,1,2,5,4,1,5,4,3,1,5,1,1,2,1,1,2,3,2,3,2,3,2,3,2,2,2,9,1,1,2,2,1,4,3,5,0,5,0,0,1,66,66,66,66,66,66,66,66,66,11,12,1,廃税
172,柳本卓治,1,0,27,1,1,0,0,1,1,3,6,12,2,5,1,12,16,9,2,2,1,2,1,1,3,2,2,2,2,3,3,3,5,4,1,2,3,3,3,2,4,4,2,2,2,4,3,3,3,2,1,1,1,3,1,4,3,3,2,3,3,3,3,3,3,3,8,2,2,3,3,3,3,3,3,3,4,1,2,66,0,0,1,1,0,0,0,0,0,2,1,3,ねじれ解消で軸のぶれない安定政権
173,東徹,1,0,27,1,3,0,0,1,1,12,11,16,4,2,3,10,11,5,1,1,1,1,3,3,3,3,3,3,1,1,1,2,5,2,2,3,1,1,1,1,1,1,5,3,3,1,1,5,5,1,1,1,3,1,3,3,3,4,3,1,3,3,3,3,3,2,5,1,1,2,2,1,5,4,5,5,5,3,4,66,0,0,1,1,1,0,1,1,0,1,5,14,改憲
174,森悦宏,1,0,27,1,12,0,0,1,0,12,2,5,1,3,4,12,2,5,1,1,1,2,1,1,2,1,2,5,5,5,1,3,5,1,1,5,2,5,5,1,1,1,5,3,4,5,3,4,2,2,1,1,1,1,3,1,3,3,3,3,3,3,3,3,3,3,5,3,2,3,2,4,3,2,3,5,5,5,4,66,0,0,1,1,1,0,0,0,1,2,3,1,憲法改正
175,杉久武,1,0,27,1,4,0,0,1,1,3,6,7,1,3,2,2,3,5,3,3,1,5,3,5,5,1,2,2,3,3,2,3,1,2,2,3,3,1,3,1,5,4,3,3,2,2,3,5,4,5,2,2,5,4,2,1,3,3,4,3,3,3,3,3,3,3,5,1,1,4,2,3,5,2,4,5,5,2,3,66,0,0,1,1,1,0,1,0,0,2,1,14,景気回復
176,梅村聡,1,0,27,4,2,0,1,1,0,6,7,5,5,2,1,6,7,5,3,4,2,3,4,4,4,3,3,2,4,3,2,4,3,3,2,3,4,3,2,2,3,4,3,2,3,2,3,4,4,2,3,3,5,5,5,3,4,3,3,2,3,2,2,2,2,2,5,1,1,3,2,3,5,3,5,4,5,2,3,66,0,0,1,1,1,0,0,1,0,2,6,14,安心をつくりだす
177,辰巳孝太郎,1,0,27,1,6,0,0,1,1,7,5,15,3,2,5,6,7,12,5,5,2,4,5,5,4,3,2,5,5,4,5,5,1,2,3,5,4,5,5,1,2,4,1,3,4,1,5,5,5,5,5,4,5,5,5,3,3,3,3,3,4,3,3,3,3,3,5,1,1,3,2,4,4,2,4,5,5,5,4,66,0,0,1,1,1,0,1,1,0,2,1,6,自共対決
178,中村勝,1,0,27,1,16,0,0,1,0,7,5,3,5,4,1,5,10,1,5,5,5,3,5,5,5,3,3,5,5,1,1,5,3,3,5,5,1,5,1,1,3,5,3,1,5,1,5,5,5,5,5,4,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,3,3,3,3,0,5,1,0,4,66,66,66,66,66,66,66,66,66,6,5,1,国民生活向上
179,藤島利久,1,0,27,1,17,0,0,1,0,15,12,10,5,1,2,15,12,10,5,5,4,5,5,4,5,1,2,5,2,4,5,5,1,2,3,5,5,2,4,2,5,5,1,2,4,1,5,4,1,4,99,4,5,5,4,99,99,99,99,99,99,2,2,2,99,99,5,1,1,1,2,1,3,2,4,5,1,1,4,66,0,0,0,1,1,1,1,1,0,13,1,2,日本を破滅から救う
180,吉羽美華,1,0,27,1,10,0,0,2,0,2,5,1,5,4,2,6,5,11,2,3,2,4,4,4,5,2,2,5,2,3,3,3,2,3,1,5,5,4,2,1,4,3,3,2,4,1,4,5,4,5,4,4,5,5,4,2,2,2,2,2,3,2,2,2,4,2,5,2,2,2,2,5,5,3,5,5,0,2,4,66,0,0,0,1,1,1,1,1,0,5,13,1,日本を再生させる
181,安座間肇,1,0,27,1,5,0,0,1,0,10,8,5,1,5,4,10,8,5,1,2,1,1,2,2,3,3,1,5,5,3,1,3,5,1,1,5,1,1,1,3,3,3,5,3,3,1,1,5,1,1,99,2,3,1,2,2,3,3,3,4,3,3,3,3,3,2,7,1,1,1,1,3,5,1,5,5,5,5,4,66,0,0,1,1,1,0,1,0,0,1,13,7,アベノミクス懐疑
182,長嶺忠,1,0,27,1,17,0,0,1,0,2,1,6,5,99,99,99,99,99,3,2,3,3,4,3,2,4,5,1,1,2,1,5,1,2,2,2,1,2,2,1,2,1,5,1,5,3,4,5,5,3,3,3,3,4,5,1,2,1,1,1,3,3,3,3,3,3,5,1,1,3,2,4,3,1,3,0,99,0,0,6,66,66,66,66,66,66,66,66,66,5,11,15,アベノミクスの信任
183,金田峰生,1,0,28,1,6,0,0,1,0,12,7,6,1,2,5,13,12,4,5,5,2,3,5,5,5,2,3,5,5,5,5,5,1,3,3,5,5,5,5,1,5,5,1,2,4,1,5,5,5,5,5,4,5,5,5,3,3,3,3,3,4,3,2,3,3,3,1,1,1,1,1,4,3,2,5,4,5,0,0,6,66,66,66,66,66,66,66,66,66,1,2,6,自共対決
184,鴻池祥肇,1,0,28,4,1,0,3,1,1,3,12,5,3,1,99,3,12,5,2,1,2,3,1,2,3,1,2,1,3,3,4,3,5,4,1,2,5,4,4,4,2,3,2,3,1,3,1,2,2,3,1,1,1,3,1,4,99,99,1,99,99,99,99,99,99,99,10,4,3,5,4,3,2,2,2,3,1,3,4,66,0,0,0,1,0,0,0,1,0,2,13,99,
185,清水貴之,1,0,28,1,3,0,0,1,1,10,11,13,5,4,2,10,11,13,3,3,2,4,2,2,3,3,3,3,3,2,2,3,3,3,2,4,1,1,2,2,2,2,3,3,4,2,1,4,5,3,1,1,3,1,3,2,2,4,2,2,3,3,3,3,3,2,5,1,1,1,1,2,3,3,4,4,99,0,4,66,0,0,0,0,1,0,1,0,0,2,1,14,子供達の未来にツケを残すか残さないか
186,辻泰弘,1,0,28,4,2,0,2,1,0,6,7,5,2,3,1,6,7,5,3,5,1,3,4,5,5,2,3,1,1,5,3,5,2,4,3,3,5,5,4,1,3,4,2,3,4,2,4,4,4,1,3,3,5,5,5,3,4,3,99,99,3,99,99,99,99,99,5,1,1,3,3,3,4,3,4,5,5,1,4,66,0,0,1,1,1,0,1,1,0,2,6,13,競争か共生かの民意を問う
187,松本なみほ,1,0,28,1,13,0,0,2,0,15,7,12,3,2,1,4,9,5,5,5,4,5,5,5,5,4,5,5,3,4,5,5,2,3,5,5,5,5,5,1,4,5,1,2,5,1,4,4,5,5,5,4,5,5,5,3,3,3,3,3,3,3,3,3,3,3,99,2,2,4,2,3,4,4,5,3,0,0,3,66,0,0,1,1,1,0,1,0,0,3,5,6,命がけで産んだ子どもを命がけで守る
188,湊侑子,1,0,28,1,12,0,0,2,0,1,5,3,3,1,5,5,1,3,1,1,1,1,1,1,1,1,1,5,5,3,1,1,5,1,1,1,1,5,1,3,1,1,5,5,2,5,1,5,1,4,2,1,1,1,2,2,3,3,3,2,3,3,3,3,3,3,8,1,1,2,2,2,3,3,3,4,4,5,2,66,0,0,0,1,1,0,0,1,0,2,1,13,憲法9条改正
